"","contig_id","contig_length","provirus","proviral_length","gene_count","viral_genes","host_genes","checkv_quality","miuvig_quality","completeness","completeness_method","contamination","kmer_freq","warnings","Genome","contig_fasta","Genomefasta"
"1114","NZ_JAJTKV010000056.1",279,"No",NA,1,0,0,"Low-quality","Genome-fragment",0.47,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023183455.1_ASM2318345v1","NZ_JAJTKV010000056.1","CheckV/GCF_023183455.1"
"1115","NZ_JAJTKV010000084.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023183455.1_ASM2318345v1","NZ_JAJTKV010000084.1","CheckV/GCF_023183455.1"
"1116","NZ_JAJTKV010000004.1|provirus_261501_277311",15811,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.03,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023183455.1_ASM2318345v1","NZ_JAJTKV010000004.1","CheckV/GCF_023183455.1"
"1117","NZ_JAJTKZ010000119.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023183475.1_ASM2318347v1","NZ_JAJTKZ010000119.1","CheckV/GCF_023183475.1"
"1118","NZ_JAJTKZ010000064.1",279,"No",NA,1,1,0,"Low-quality","Genome-fragment",0.41,"HMM-based","(lower-bound)",0,"1.0","CheckV/GCF_023183475.1_ASM2318347v1","NZ_JAJTKZ010000064.1","CheckV/GCF_023183475.1"
"1119","NZ_JAJTKZ010000004.1|provirus_23708_39518",15811,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.03,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023183475.1_ASM2318347v1","NZ_JAJTKZ010000004.1","CheckV/GCF_023183475.1"
"1120","NZ_JAJTLA010000092.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023183495.1_ASM2318349v1","NZ_JAJTLA010000092.1","CheckV/GCF_023183495.1"
"1121","NZ_JAJTLA010000004.1|provirus_23708_39518",15811,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.03,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023183495.1_ASM2318349v1","NZ_JAJTLA010000004.1","CheckV/GCF_023183495.1"
"1122","NZ_JAJTLB010000080.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023183505.1_ASM2318350v1","NZ_JAJTLB010000080.1","CheckV/GCF_023183505.1"
"1123","NZ_JAJTLB010000004.1|provirus_23708_39518",15811,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.03,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023183505.1_ASM2318350v1","NZ_JAJTLB010000004.1","CheckV/GCF_023183505.1"
"1124","NZ_JAJTKY010000092.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023183535.1_ASM2318353v1","NZ_JAJTKY010000092.1","CheckV/GCF_023183535.1"
"1125","NZ_JAJTKY010000004.1|provirus_23708_39518",15811,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.03,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023183535.1_ASM2318353v1","NZ_JAJTKY010000004.1","CheckV/GCF_023183535.1"
"1126","NZ_JAJTLC010000020.1",3252,"No",NA,2,0,2,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023183555.1_ASM2318355v1","NZ_JAJTLC010000020.1","CheckV/GCF_023183555.1"
"1127","NZ_JAJTLC010000092.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023183555.1_ASM2318355v1","NZ_JAJTLC010000092.1","CheckV/GCF_023183555.1"
"1128","NZ_JAJTLC010000004.1|provirus_357_11819",11463,"No",NA,14,5,1,"Low-quality","Genome-fragment",20.32,"AAI-based","(medium-confidence)",0,"1.0","CheckV/GCF_023183555.1_ASM2318355v1","NZ_JAJTLC010000004.1","CheckV/GCF_023183555.1"
"1129","NZ_JAJTLF010000116.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023183575.1_ASM2318357v1","NZ_JAJTLF010000116.1","CheckV/GCF_023183575.1"
"1130","NZ_JAJTLF010000004.1|provirus_305120_320930",15811,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.03,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023183575.1_ASM2318357v1","NZ_JAJTLF010000004.1","CheckV/GCF_023183575.1"
"1131","NZ_JAJTLE010000019.1",3252,"No",NA,2,0,2,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023183595.1_ASM2318359v1","NZ_JAJTLE010000019.1","CheckV/GCF_023183595.1"
"1132","NZ_JAJTLE010000092.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023183595.1_ASM2318359v1","NZ_JAJTLE010000092.1","CheckV/GCF_023183595.1"
"1133","NZ_JAJTLE010000004.1|provirus_261264_277074",15811,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.03,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023183595.1_ASM2318359v1","NZ_JAJTLE010000004.1","CheckV/GCF_023183595.1"
"1134","NZ_JAJTLG010000114.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023183605.1_ASM2318360v1","NZ_JAJTLG010000114.1","CheckV/GCF_023183605.1"
"1135","NZ_JAJTLG010000019.1",3562,"No",NA,2,0,2,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023183605.1_ASM2318360v1","NZ_JAJTLG010000019.1","CheckV/GCF_023183605.1"
"1136","NZ_JAJTLG010000004.1|provirus_305120_320930",15811,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.03,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023183605.1_ASM2318360v1","NZ_JAJTLG010000004.1","CheckV/GCF_023183605.1"
"1137","NZ_JAJTLD010000077.1",267,"No",NA,1,1,0,"Low-quality","Genome-fragment",0.51,"HMM-based","(lower-bound)",0,"1.0","CheckV/GCF_023183635.1_ASM2318363v1","NZ_JAJTLD010000077.1","CheckV/GCF_023183635.1"
"1138","NZ_JAJTLD010000086.1",258,"No",NA,1,1,0,"Low-quality","Genome-fragment",0.49,"HMM-based","(lower-bound)",0,"1.0","CheckV/GCF_023183635.1_ASM2318363v1","NZ_JAJTLD010000086.1","CheckV/GCF_023183635.1"
"1139","NZ_JAJTLD010000097.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023183635.1_ASM2318363v1","NZ_JAJTLD010000097.1","CheckV/GCF_023183635.1"
"1140","NZ_JAJTLD010000004.1|provirus_23749_39559",15811,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.03,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023183635.1_ASM2318363v1","NZ_JAJTLD010000004.1","CheckV/GCF_023183635.1"
"1141","NZ_JAJTLI010000115.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023183645.1_ASM2318364v1","NZ_JAJTLI010000115.1","CheckV/GCF_023183645.1"
"1142","NZ_JAJTLI010000004.1|provirus_262809_278619",15811,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.03,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023183645.1_ASM2318364v1","NZ_JAJTLI010000004.1","CheckV/GCF_023183645.1"
"1143","NZ_JAJTLL010000018.1",3079,"No",NA,1,0,1,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023183675.1_ASM2318367v1","NZ_JAJTLL010000018.1","CheckV/GCF_023183675.1"
"1144","NZ_JAJTLL010000092.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023183675.1_ASM2318367v1","NZ_JAJTLL010000092.1","CheckV/GCF_023183675.1"
"1145","NZ_JAJTLL010000004.1|provirus_261237_277047",15811,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.03,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023183675.1_ASM2318367v1","NZ_JAJTLL010000004.1","CheckV/GCF_023183675.1"
"1146","NZ_JAJTLH010000118.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023183685.1_ASM2318368v1","NZ_JAJTLH010000118.1","CheckV/GCF_023183685.1"
"1147","NZ_JAJTLH010000004.1|provirus_23708_39518",15811,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.03,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023183685.1_ASM2318368v1","NZ_JAJTLH010000004.1","CheckV/GCF_023183685.1"
"1148","NZ_JAJTLM010000122.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023183715.1_ASM2318371v1","NZ_JAJTLM010000122.1","CheckV/GCF_023183715.1"
"1149","NZ_JAJTLM010000067.1",274,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023183715.1_ASM2318371v1","NZ_JAJTLM010000067.1","CheckV/GCF_023183715.1"
"1150","NZ_JAJTLM010000004.1|provirus_23708_39518",15811,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.03,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023183715.1_ASM2318371v1","NZ_JAJTLM010000004.1","CheckV/GCF_023183715.1"
"1151","NZ_JAJTLJ010000049.1",302,"No",NA,2,1,0,"Low-quality","Genome-fragment",0.17,"HMM-based","(lower-bound)",0,"1.0","CheckV/GCF_023183725.1_ASM2318372v1","NZ_JAJTLJ010000049.1","CheckV/GCF_023183725.1"
"1152","NZ_JAJTLJ010000079.1",266,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023183725.1_ASM2318372v1","NZ_JAJTLJ010000079.1","CheckV/GCF_023183725.1"
"1153","NZ_JAJTLJ010000098.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023183725.1_ASM2318372v1","NZ_JAJTLJ010000098.1","CheckV/GCF_023183725.1"
"1154","NZ_JAJTLJ010000004.1|provirus_261546_277356",15811,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.03,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023183725.1_ASM2318372v1","NZ_JAJTLJ010000004.1","CheckV/GCF_023183725.1"
"1155","NZ_JAJTLK010000093.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023183755.1_ASM2318375v1","NZ_JAJTLK010000093.1","CheckV/GCF_023183755.1"
"1156","NZ_JAJTLK010000004.1|provirus_23707_39517",15811,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.03,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023183755.1_ASM2318375v1","NZ_JAJTLK010000004.1","CheckV/GCF_023183755.1"
"1157","NZ_JAJTLN010000125.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023183775.1_ASM2318377v1","NZ_JAJTLN010000125.1","CheckV/GCF_023183775.1"
"1158","NZ_JAJTLN010000004.1|provirus_262201_278011",15811,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.03,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023183775.1_ASM2318377v1","NZ_JAJTLN010000004.1","CheckV/GCF_023183775.1"
"1159","NZ_JAJTLQ010000139.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023183795.1_ASM2318379v1","NZ_JAJTLQ010000139.1","CheckV/GCF_023183795.1"
"1160","NZ_JAJTLQ010000093.1",271,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023183795.1_ASM2318379v1","NZ_JAJTLQ010000093.1","CheckV/GCF_023183795.1"
"1161","NZ_JAJTLQ010000004.1|provirus_23750_39560",15811,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.03,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023183795.1_ASM2318379v1","NZ_JAJTLQ010000004.1","CheckV/GCF_023183795.1"
"1162","NZ_JAJTLP010000129.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023183805.1_ASM2318380v1","NZ_JAJTLP010000129.1","CheckV/GCF_023183805.1"
"1163","NZ_JAJTLP010000004.1|provirus_23708_39518",15811,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.03,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023183805.1_ASM2318380v1","NZ_JAJTLP010000004.1","CheckV/GCF_023183805.1"
"1164","NZ_JAJTLO010000004.1|provirus_23708_39518",15811,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.03,"AAI-based","(high-confidence)",0,"1","CheckV/GCF_023183815.1_ASM2318381v1","NZ_JAJTLO010000004.1","CheckV/GCF_023183815.1"
"1165","NZ_JAJTLR010000100.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023183825.1_ASM2318382v1","NZ_JAJTLR010000100.1","CheckV/GCF_023183825.1"
"1166","NZ_JAJTLR010000004.1|provirus_304742_320552",15811,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.03,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023183825.1_ASM2318382v1","NZ_JAJTLR010000004.1","CheckV/GCF_023183825.1"
"1167","NZ_JAJTLS010000110.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023183855.1_ASM2318385v1","NZ_JAJTLS010000110.1","CheckV/GCF_023183855.1"
"1168","NZ_JAJTLS010000004.1|provirus_305382_321192",15811,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.03,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023183855.1_ASM2318385v1","NZ_JAJTLS010000004.1","CheckV/GCF_023183855.1"
"1169","NZ_JAJTLT010000109.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023183895.1_ASM2318389v1","NZ_JAJTLT010000109.1","CheckV/GCF_023183895.1"
"1170","NZ_JAJTLT010000004.1|provirus_23708_39518",15811,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.03,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023183895.1_ASM2318389v1","NZ_JAJTLT010000004.1","CheckV/GCF_023183895.1"
"1171","NZ_JAJTLV010000163.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023183905.1_ASM2318390v1","NZ_JAJTLV010000163.1","CheckV/GCF_023183905.1"
"1172","NZ_JAJTLV010000004.1|provirus_23750_39560",15811,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.03,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023183905.1_ASM2318390v1","NZ_JAJTLV010000004.1","CheckV/GCF_023183905.1"
"1173","NZ_JAJTLW010000145.1",274,"No",NA,2,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023183915.1_ASM2318391v1","NZ_JAJTLW010000145.1","CheckV/GCF_023183915.1"
"1174","NZ_JAJTLW010000176.1",266,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023183915.1_ASM2318391v1","NZ_JAJTLW010000176.1","CheckV/GCF_023183915.1"
"1175","NZ_JAJTLW010000258.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023183915.1_ASM2318391v1","NZ_JAJTLW010000258.1","CheckV/GCF_023183915.1"
"1176","NZ_JAJTLW010000004.1|provirus_305120_320930",15811,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.03,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023183915.1_ASM2318391v1","NZ_JAJTLW010000004.1","CheckV/GCF_023183915.1"
"1177","NZ_JAJTLU010000319.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023183945.1_ASM2318394v1","NZ_JAJTLU010000319.1","CheckV/GCF_023183945.1"
"1178","NZ_JAJTLU010000004.1|provirus_23708_39518",15811,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.03,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023183945.1_ASM2318394v1","NZ_JAJTLU010000004.1","CheckV/GCF_023183945.1"
"1179","NZ_JAJTLX010000204.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023183975.1_ASM2318397v1","NZ_JAJTLX010000204.1","CheckV/GCF_023183975.1"
"1180","NZ_JAJTLX010000055.1",315,"No",NA,1,0,0,"Low-quality","Genome-fragment",0.18,"AAI-based","(medium-confidence)",0,"1.0","CheckV/GCF_023183975.1_ASM2318397v1","NZ_JAJTLX010000055.1","CheckV/GCF_023183975.1"
"1181","NZ_JAJTLX010000004.1|provirus_305093_320903",15811,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.03,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023183975.1_ASM2318397v1","NZ_JAJTLX010000004.1","CheckV/GCF_023183975.1"
"1182","NZ_JAJTLY010000120.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023183995.1_ASM2318399v1","NZ_JAJTLY010000120.1","CheckV/GCF_023183995.1"
"1183","NZ_JAJTLY010000004.1|provirus_23750_39560",15811,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.03,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023183995.1_ASM2318399v1","NZ_JAJTLY010000004.1","CheckV/GCF_023183995.1"
"1184","NZ_JAJTMA010000106.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023184005.1_ASM2318400v1","NZ_JAJTMA010000106.1","CheckV/GCF_023184005.1"
"1185","NZ_JAJTMA010000004.1|provirus_305093_320903",15811,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.03,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023184005.1_ASM2318400v1","NZ_JAJTMA010000004.1","CheckV/GCF_023184005.1"
"1186","NZ_JAJTLZ010000077.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023184035.1_ASM2318403v1","NZ_JAJTLZ010000077.1","CheckV/GCF_023184035.1"
"1187","NZ_JAJTLZ010000004.1|provirus_23708_39518",15811,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.03,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023184035.1_ASM2318403v1","NZ_JAJTLZ010000004.1","CheckV/GCF_023184035.1"
"1188","NZ_JAJTMC010000121.1",258,"No",NA,1,1,0,"Low-quality","Genome-fragment",0.58,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023184045.1_ASM2318404v1","NZ_JAJTMC010000121.1","CheckV/GCF_023184045.1"
"1189","NZ_JAJTMC010000142.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023184045.1_ASM2318404v1","NZ_JAJTMC010000142.1","CheckV/GCF_023184045.1"
"1190","NZ_JAJTMC010000076.1",290,"No",NA,1,1,0,"Low-quality","Genome-fragment",0.72,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023184045.1_ASM2318404v1","NZ_JAJTMC010000076.1","CheckV/GCF_023184045.1"
"1191","NZ_JAJTMC010000004.1|provirus_261484_277294",15811,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.03,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023184045.1_ASM2318404v1","NZ_JAJTMC010000004.1","CheckV/GCF_023184045.1"
"1192","NZ_JAJTMB010000096.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023184065.1_ASM2318406v1","NZ_JAJTMB010000096.1","CheckV/GCF_023184065.1"
"1193","NZ_JAJTMB010000004.1|provirus_23708_39518",15811,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.03,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023184065.1_ASM2318406v1","NZ_JAJTMB010000004.1","CheckV/GCF_023184065.1"
"1194","NZ_JAJTME010000118.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023184095.1_ASM2318409v1","NZ_JAJTME010000118.1","CheckV/GCF_023184095.1"
"1195","NZ_JAJTME010000043.1",310,"No",NA,1,1,0,"Low-quality","Genome-fragment",0.42,"HMM-based","(lower-bound)",0,"1.0","CheckV/GCF_023184095.1_ASM2318409v1","NZ_JAJTME010000043.1","CheckV/GCF_023184095.1"
"1196","NZ_JAJTME010000004.1|provirus_305093_320903",15811,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.03,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023184095.1_ASM2318409v1","NZ_JAJTME010000004.1","CheckV/GCF_023184095.1"
"1197","NZ_JAJTMH010000170.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023184115.1_ASM2318411v1","NZ_JAJTMH010000170.1","CheckV/GCF_023184115.1"
"1198","NZ_JAJTMH010000004.1|provirus_305120_320930",15811,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.03,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023184115.1_ASM2318411v1","NZ_JAJTMH010000004.1","CheckV/GCF_023184115.1"
"1199","NZ_JAJTMG010000192.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023184135.1_ASM2318413v1","NZ_JAJTMG010000192.1","CheckV/GCF_023184135.1"
"1200","NZ_JAJTMG010000004.1|provirus_305120_320931",15812,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.04,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023184135.1_ASM2318413v1","NZ_JAJTMG010000004.1","CheckV/GCF_023184135.1"
"1201","NZ_JAJTMD010000147.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023184145.1_ASM2318414v1","NZ_JAJTMD010000147.1","CheckV/GCF_023184145.1"
"1202","NZ_JAJTMD010000004.1|provirus_305502_321312",15811,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.03,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023184145.1_ASM2318414v1","NZ_JAJTMD010000004.1","CheckV/GCF_023184145.1"
"1203","NZ_JAJTMF010000123.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023184165.1_ASM2318416v1","NZ_JAJTMF010000123.1","CheckV/GCF_023184165.1"
"1204","NZ_JAJTMF010000004.1|provirus_305167_320977",15811,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.03,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023184165.1_ASM2318416v1","NZ_JAJTMF010000004.1","CheckV/GCF_023184165.1"
"1205","NZ_JAJTMI010000149.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023184195.1_ASM2318419v1","NZ_JAJTMI010000149.1","CheckV/GCF_023184195.1"
"1206","NZ_JAJTMI010000004.1|provirus_305093_320903",15811,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.03,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023184195.1_ASM2318419v1","NZ_JAJTMI010000004.1","CheckV/GCF_023184195.1"
"1207","NZ_JAJTMK010000119.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023184215.1_ASM2318421v1","NZ_JAJTMK010000119.1","CheckV/GCF_023184215.1"
"1208","NZ_JAJTMK010000004.1|provirus_305120_320930",15811,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.03,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023184215.1_ASM2318421v1","NZ_JAJTMK010000004.1","CheckV/GCF_023184215.1"
"1209","NZ_JAJTMJ010000128.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023184225.1_ASM2318422v1","NZ_JAJTMJ010000128.1","CheckV/GCF_023184225.1"
"1210","NZ_JAJTMJ010000004.1|provirus_23750_39560",15811,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.03,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023184225.1_ASM2318422v1","NZ_JAJTMJ010000004.1","CheckV/GCF_023184225.1"
"1211","NZ_JAJTMM010000082.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023184255.1_ASM2318425v1","NZ_JAJTMM010000082.1","CheckV/GCF_023184255.1"
"1212","NZ_JAJTMM010000085.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023184255.1_ASM2318425v1","NZ_JAJTMM010000085.1","CheckV/GCF_023184255.1"
"1213","NZ_JAJTMM010000004.1|provirus_305093_320903",15811,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.03,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023184255.1_ASM2318425v1","NZ_JAJTMM010000004.1","CheckV/GCF_023184255.1"
"1214","NZ_JAJTMN010000114.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023184275.1_ASM2318427v1","NZ_JAJTMN010000114.1","CheckV/GCF_023184275.1"
"1215","NZ_JAJTMN010000004.1|provirus_261519_277329",15811,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.03,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023184275.1_ASM2318427v1","NZ_JAJTMN010000004.1","CheckV/GCF_023184275.1"
"1216","NZ_JAJTML010000121.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023184285.1_ASM2318428v1","NZ_JAJTML010000121.1","CheckV/GCF_023184285.1"
"1217","NZ_JAJTML010000004.1|provirus_261264_277074",15811,"No",NA,19,7,1,"Low-quality","Genome-fragment",29.03,"AAI-based","(high-confidence)",0,"1.0","CheckV/GCF_023184285.1_ASM2318428v1","NZ_JAJTML010000004.1","CheckV/GCF_023184285.1"
"1218","NZ_JAJTMO010000081.1",250,"No",NA,1,0,0,"Not-determined","Genome-fragment",NA,NA,"0.0",1,"no","CheckV/GCF_023184295.1_ASM2318429v1","NZ_JAJTMO010000081.1","CheckV/GCF_023184295.1"
