"","sys_id","type","subtype","activity","sys_beg","sys_end","protein_in_syst","genes_count","name_of_profiles_in_sys","Genome"
"2155","NZ_CP063805.1_RM_Type_IV_8","RM","RM_Type_IV","Defense","NZ_CP063805.1_415","NZ_CP063805.1_415","NZ_CP063805.1_415",1,"RM_Type_IV__Type_IV_03","GCF_022811485.1"
"2156","NZ_CP063805.1_Prometheus_4","Prometheus","Prometheus","Defense","NZ_CP063805.1_416","NZ_CP063805.1_416","NZ_CP063805.1_416",1,"Prometheus__ProA","GCF_022811485.1"
"2157","NZ_CP063805.1_RM_Type_III_7","RM","RM_Type_III","Defense","NZ_CP063805.1_1746","NZ_CP063805.1_1747","NZ_CP063805.1_1746,NZ_CP063805.1_1747",2,"RM_Type_III__Type_III_MTases_FAM_0,RM_Type_III__Type_III_REases_FAM_1.einsi_trimmed","GCF_022811485.1"
"2158","NZ_CP063805.1_Dnd_ABCDEFGH_2","Dnd","Dnd_ABCDEFGH","Defense","NZ_CP063805.1_2163","NZ_CP063805.1_2172","NZ_CP063805.1_2163,NZ_CP063805.1_2164,NZ_CP063805.1_2165,NZ_CP063805.1_2166,NZ_CP063805.1_2170,NZ_CP063805.1_2171,NZ_CP063805.1_2172",7,"Dnd_ABCDEFGH__DptF,Dnd_ABCDEFGH__DptG,Dnd_ABCDEFGH__DptH,Dnd__DndB,Dnd__DndC,Dnd__DndD,Dnd__DndE","GCF_022811485.1"
"2159","NZ_CP063805.1_RM_Type_IV_9","RM","RM_Type_IV","Defense","NZ_CP063805.1_2447","NZ_CP063805.1_2448","NZ_CP063805.1_2447,NZ_CP063805.1_2448",2,"RM_Type_IV__FAM_1,RM_Type_IV__Type_IV_01","GCF_022811485.1"
"2160","NZ_CP063805.1_RM_Type_II_5","RM","RM_Type_II","Defense","NZ_CP063805.1_2627","NZ_CP063805.1_2628","NZ_CP063805.1_2627,NZ_CP063805.1_2628",2,"RM_Type_II__Type_II_MTases_FAM_5,RM_Type_II__Type_II_REase09","GCF_022811485.1"
"2161","NZ_CP063805.1_RM_Type_II_6","RM","RM_Type_II","Defense","NZ_CP063805.1_3086","NZ_CP063805.1_3087","NZ_CP063805.1_3086,NZ_CP063805.1_3087",2,"RM_Type_II__Type_II_MTases_FAM_2,RM_Type_II__Type_II_REase27","GCF_022811485.1"
"2162","NZ_CP063805.1_Mok_Hok_Sok_3","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_CP063805.1_3180","NZ_CP063805.1_3180","NZ_CP063805.1_3180",1,"Mok_Hok_Sok__Hok","GCF_022811485.1"
"2163","NZ_CP063805.1_CAS_Class1-Subtype-I-E_10","Cas","CAS_Class1-Subtype-I-E","Defense","NZ_CP063805.1_3428","NZ_CP063805.1_3435","NZ_CP063805.1_3428,NZ_CP063805.1_3429,NZ_CP063805.1_3430,NZ_CP063805.1_3431,NZ_CP063805.1_3432,NZ_CP063805.1_3433,NZ_CP063805.1_3434,NZ_CP063805.1_3435",8,"cas1_I-E_1,cas2_I-E_2,cas3_I_2,cas5_I-E_3,cas6e_I_II_III_IV_V_VI_1,cas7_I-E_2,cas8e_I-E_1,cse2gr11_I-E_1","GCF_022811485.1"
"2164","NZ_JAJTJX010000010.1_CAS_Class1-Subtype-I-E_10","Cas","CAS_Class1-Subtype-I-E","Defense","NZ_JAJTJX010000010.1_29","NZ_JAJTJX010000010.1_36","NZ_JAJTJX010000010.1_29,NZ_JAJTJX010000010.1_30,NZ_JAJTJX010000010.1_31,NZ_JAJTJX010000010.1_32,NZ_JAJTJX010000010.1_33,NZ_JAJTJX010000010.1_34,NZ_JAJTJX010000010.1_35,NZ_JAJTJX010000010.1_36",8,"cas1_I-E_1,cas2_I-E_2,cas3_I_2,cas5_I-E_3,cas6e_I_II_III_IV_V_VI_1,cas7_I-E_2,cas8e_I-E_1,cse2gr11_I-E_1","GCF_023182875.1"
"2165","NZ_JAJTJX010000001.1_RM_Type_III_6","RM","RM_Type_III","Defense","NZ_JAJTJX010000001.1_13","NZ_JAJTJX010000001.1_14","NZ_JAJTJX010000001.1_13,NZ_JAJTJX010000001.1_14",2,"RM_Type_III__Type_III_MTases_FAM_0,RM_Type_III__Type_III_REases_FAM_1.einsi_trimmed","GCF_023182875.1"
"2166","NZ_JAJTJX010000001.1_Prometheus_1","Prometheus","Prometheus","Defense","NZ_JAJTJX010000001.1_1334","NZ_JAJTJX010000001.1_1334","NZ_JAJTJX010000001.1_1334",1,"Prometheus__ProA","GCF_023182875.1"
"2167","NZ_JAJTJX010000001.1_RM_Type_IV_7","RM","RM_Type_IV","Defense","NZ_JAJTJX010000001.1_1335","NZ_JAJTJX010000001.1_1335","NZ_JAJTJX010000001.1_1335",1,"RM_Type_IV__Type_IV_03","GCF_023182875.1"
"2168","NZ_JAJTJX010000002.1_Dnd_ABCDEFGH_3","Dnd","Dnd_ABCDEFGH","Defense","NZ_JAJTJX010000002.1_118","NZ_JAJTJX010000002.1_127","NZ_JAJTJX010000002.1_118,NZ_JAJTJX010000002.1_119,NZ_JAJTJX010000002.1_120,NZ_JAJTJX010000002.1_124,NZ_JAJTJX010000002.1_125,NZ_JAJTJX010000002.1_126,NZ_JAJTJX010000002.1_127",7,"Dnd_ABCDEFGH__DptF,Dnd_ABCDEFGH__DptG,Dnd_ABCDEFGH__DptH,Dnd__DndB,Dnd__DndC,Dnd__DndD,Dnd__DndE","GCF_023182875.1"
"2169","NZ_JAJTJX010000003.1_RM_Type_II_9","RM","RM_Type_II","Defense","NZ_JAJTJX010000003.1_246","NZ_JAJTJX010000003.1_247","NZ_JAJTJX010000003.1_246,NZ_JAJTJX010000003.1_247",2,"RM_Type_II__Type_II_MTases_FAM_5,RM_Type_II__Type_II_REase09","GCF_023182875.1"
"2170","NZ_JAJTJX010000004.1_Mok_Hok_Sok_5","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAJTJX010000004.1_226","NZ_JAJTJX010000004.1_226","NZ_JAJTJX010000004.1_226",1,"Mok_Hok_Sok__Hok","GCF_023182875.1"
"2171","NZ_JAJTJX010000008.1_RM_Type_IV_8","RM","RM_Type_IV","Defense","NZ_JAJTJX010000008.1_80","NZ_JAJTJX010000008.1_81","NZ_JAJTJX010000008.1_80,NZ_JAJTJX010000008.1_81",2,"RM_Type_IV__FAM_1,RM_Type_IV__Type_IV_01","GCF_023182875.1"
"2172","NZ_JAJTJX010000008.1_Retron_IV_4","Retron","Retron_IV","Defense","NZ_JAJTJX010000008.1_92","NZ_JAJTJX010000008.1_93","NZ_JAJTJX010000008.1_92,NZ_JAJTJX010000008.1_93",2,"Retron_IV__2TM,Retron__RT_Tot_8","GCF_023182875.1"
"2173","NZ_JAJTJV010000010.1_CAS_Class1-Subtype-I-E_10","Cas","CAS_Class1-Subtype-I-E","Defense","NZ_JAJTJV010000010.1_20","NZ_JAJTJV010000010.1_27","NZ_JAJTJV010000010.1_20,NZ_JAJTJV010000010.1_21,NZ_JAJTJV010000010.1_22,NZ_JAJTJV010000010.1_23,NZ_JAJTJV010000010.1_24,NZ_JAJTJV010000010.1_25,NZ_JAJTJV010000010.1_26,NZ_JAJTJV010000010.1_27",8,"cas1_I-E_1,cas2_I-E_2,cas3_I_2,cas5_I-E_3,cas6e_I_II_III_IV_V_VI_1,cas7_I-E_2,cas8e_I-E_1,cse2gr11_I-E_1","GCF_023182895.1"
"2174","NZ_JAJTJV010000001.1_RM_Type_III_6","RM","RM_Type_III","Defense","NZ_JAJTJV010000001.1_12","NZ_JAJTJV010000001.1_13","NZ_JAJTJV010000001.1_12,NZ_JAJTJV010000001.1_13",2,"RM_Type_III__Type_III_MTases_FAM_0,RM_Type_III__Type_III_REases_FAM_1.einsi_trimmed","GCF_023182895.1"
"2175","NZ_JAJTJV010000001.1_Prometheus_1","Prometheus","Prometheus","Defense","NZ_JAJTJV010000001.1_1339","NZ_JAJTJV010000001.1_1339","NZ_JAJTJV010000001.1_1339",1,"Prometheus__ProA","GCF_023182895.1"
"2176","NZ_JAJTJV010000001.1_RM_Type_IV_7","RM","RM_Type_IV","Defense","NZ_JAJTJV010000001.1_1340","NZ_JAJTJV010000001.1_1340","NZ_JAJTJV010000001.1_1340",1,"RM_Type_IV__Type_IV_03","GCF_023182895.1"
"2177","NZ_JAJTJV010000002.1_Dnd_ABCDEFGH_3","Dnd","Dnd_ABCDEFGH","Defense","NZ_JAJTJV010000002.1_265","NZ_JAJTJV010000002.1_274","NZ_JAJTJV010000002.1_265,NZ_JAJTJV010000002.1_266,NZ_JAJTJV010000002.1_267,NZ_JAJTJV010000002.1_268,NZ_JAJTJV010000002.1_272,NZ_JAJTJV010000002.1_273,NZ_JAJTJV010000002.1_274",7,"Dnd_ABCDEFGH__DptF,Dnd_ABCDEFGH__DptG,Dnd_ABCDEFGH__DptH,Dnd__DndB,Dnd__DndC,Dnd__DndD,Dnd__DndE","GCF_023182895.1"
"2178","NZ_JAJTJV010000003.1_RM_Type_II_8","RM","RM_Type_II","Defense","NZ_JAJTJV010000003.1_247","NZ_JAJTJV010000003.1_248","NZ_JAJTJV010000003.1_247,NZ_JAJTJV010000003.1_248",2,"RM_Type_II__Type_II_MTases_FAM_5,RM_Type_II__Type_II_REase09","GCF_023182895.1"
"2179","NZ_JAJTJV010000004.1_Mok_Hok_Sok_4","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAJTJV010000004.1_228","NZ_JAJTJV010000004.1_228","NZ_JAJTJV010000004.1_228",1,"Mok_Hok_Sok__Hok","GCF_023182895.1"
"2180","NZ_JAJTJV010000008.1_Retron_IV_5","Retron","Retron_IV","Defense","NZ_JAJTJV010000008.1_31","NZ_JAJTJV010000008.1_32","NZ_JAJTJV010000008.1_31,NZ_JAJTJV010000008.1_32",2,"Retron_IV__2TM,Retron__RT_Tot_8","GCF_023182895.1"
"2181","NZ_JAJTJV010000008.1_RM_Type_IV_9","RM","RM_Type_IV","Defense","NZ_JAJTJV010000008.1_42","NZ_JAJTJV010000008.1_43","NZ_JAJTJV010000008.1_42,NZ_JAJTJV010000008.1_43",2,"RM_Type_IV__FAM_1,RM_Type_IV__Type_IV_01","GCF_023182895.1"
"2182","NZ_JAJTJW010000001.1_RM_Type_IV_9","RM","RM_Type_IV","Defense","NZ_JAJTJW010000001.1_140","NZ_JAJTJW010000001.1_140","NZ_JAJTJW010000001.1_140",1,"RM_Type_IV__Type_IV_03","GCF_023182905.1"
"2183","NZ_JAJTJW010000001.1_Prometheus_1","Prometheus","Prometheus","Defense","NZ_JAJTJW010000001.1_141","NZ_JAJTJW010000001.1_141","NZ_JAJTJW010000001.1_141",1,"Prometheus__ProA","GCF_023182905.1"
"2184","NZ_JAJTJW010000001.1_RM_Type_III_8","RM","RM_Type_III","Defense","NZ_JAJTJW010000001.1_1465","NZ_JAJTJW010000001.1_1466","NZ_JAJTJW010000001.1_1465,NZ_JAJTJW010000001.1_1466",2,"RM_Type_III__Type_III_MTases_FAM_0,RM_Type_III__Type_III_REases_FAM_1.einsi_trimmed","GCF_023182905.1"
"2185","NZ_JAJTJW010000002.1_Dnd_ABCDEFGH_4","Dnd","Dnd_ABCDEFGH","Defense","NZ_JAJTJW010000002.1_118","NZ_JAJTJW010000002.1_127","NZ_JAJTJW010000002.1_118,NZ_JAJTJW010000002.1_119,NZ_JAJTJW010000002.1_120,NZ_JAJTJW010000002.1_124,NZ_JAJTJW010000002.1_125,NZ_JAJTJW010000002.1_126,NZ_JAJTJW010000002.1_127",7,"Dnd_ABCDEFGH__DptF,Dnd_ABCDEFGH__DptG,Dnd_ABCDEFGH__DptH,Dnd__DndB,Dnd__DndC,Dnd__DndD,Dnd__DndE","GCF_023182905.1"
"2186","NZ_JAJTJW010000003.1_RM_Type_II_6","RM","RM_Type_II","Defense","NZ_JAJTJW010000003.1_95","NZ_JAJTJW010000003.1_96","NZ_JAJTJW010000003.1_95,NZ_JAJTJW010000003.1_96",2,"RM_Type_II__Type_II_MTases_FAM_5,RM_Type_II__Type_II_REase09","GCF_023182905.1"
"2187","NZ_JAJTJW010000004.1_Mok_Hok_Sok_2","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAJTJW010000004.1_226","NZ_JAJTJW010000004.1_226","NZ_JAJTJW010000004.1_226",1,"Mok_Hok_Sok__Hok","GCF_023182905.1"
"2188","NZ_JAJTJW010000005.1_CAS_Class1-Subtype-I-E_10","Cas","CAS_Class1-Subtype-I-E","Defense","NZ_JAJTJW010000005.1_155","NZ_JAJTJW010000005.1_162","NZ_JAJTJW010000005.1_155,NZ_JAJTJW010000005.1_156,NZ_JAJTJW010000005.1_157,NZ_JAJTJW010000005.1_158,NZ_JAJTJW010000005.1_159,NZ_JAJTJW010000005.1_160,NZ_JAJTJW010000005.1_161,NZ_JAJTJW010000005.1_162",8,"cas1_I-E_1,cas2_I-E_2,cas3_I_2,cas5_I-E_3,cas6e_I_II_III_IV_V_VI_1,cas7_I-E_2,cas8e_I-E_1,cse2gr11_I-E_1","GCF_023182905.1"
"2189","NZ_JAJTJW010000008.1_RM_Type_IV_7","RM","RM_Type_IV","Defense","NZ_JAJTJW010000008.1_80","NZ_JAJTJW010000008.1_81","NZ_JAJTJW010000008.1_80,NZ_JAJTJW010000008.1_81",2,"RM_Type_IV__FAM_1,RM_Type_IV__Type_IV_01","GCF_023182905.1"
"2190","NZ_JAJTJW010000008.1_Retron_IV_5","Retron","Retron_IV","Defense","NZ_JAJTJW010000008.1_92","NZ_JAJTJW010000008.1_93","NZ_JAJTJW010000008.1_92,NZ_JAJTJW010000008.1_93",2,"Retron_IV__2TM,Retron__RT_Tot_8","GCF_023182905.1"
"2191","NZ_JAJTJU010000010.1_CAS_Class1-Subtype-I-E_10","Cas","CAS_Class1-Subtype-I-E","Defense","NZ_JAJTJU010000010.1_29","NZ_JAJTJU010000010.1_36","NZ_JAJTJU010000010.1_29,NZ_JAJTJU010000010.1_30,NZ_JAJTJU010000010.1_31,NZ_JAJTJU010000010.1_32,NZ_JAJTJU010000010.1_33,NZ_JAJTJU010000010.1_34,NZ_JAJTJU010000010.1_35,NZ_JAJTJU010000010.1_36",8,"cas1_I-E_1,cas2_I-E_2,cas3_I_2,cas5_I-E_3,cas6e_I_II_III_IV_V_VI_1,cas7_I-E_2,cas8e_I-E_1,cse2gr11_I-E_1","GCF_023182935.1"
"2192","NZ_JAJTJU010000001.1_RM_Type_III_8","RM","RM_Type_III","Defense","NZ_JAJTJU010000001.1_13","NZ_JAJTJU010000001.1_14","NZ_JAJTJU010000001.1_13,NZ_JAJTJU010000001.1_14",2,"RM_Type_III__Type_III_MTases_FAM_0,RM_Type_III__Type_III_REases_FAM_1.einsi_trimmed","GCF_023182935.1"
"2193","NZ_JAJTJU010000001.1_Prometheus_1","Prometheus","Prometheus","Defense","NZ_JAJTJU010000001.1_1333","NZ_JAJTJU010000001.1_1333","NZ_JAJTJU010000001.1_1333",1,"Prometheus__ProA","GCF_023182935.1"
"2194","NZ_JAJTJU010000001.1_RM_Type_IV_9","RM","RM_Type_IV","Defense","NZ_JAJTJU010000001.1_1334","NZ_JAJTJU010000001.1_1334","NZ_JAJTJU010000001.1_1334",1,"RM_Type_IV__Type_IV_03","GCF_023182935.1"
"2195","NZ_JAJTJU010000002.1_Dnd_ABCDEFGH_3","Dnd","Dnd_ABCDEFGH","Defense","NZ_JAJTJU010000002.1_118","NZ_JAJTJU010000002.1_127","NZ_JAJTJU010000002.1_118,NZ_JAJTJU010000002.1_119,NZ_JAJTJU010000002.1_120,NZ_JAJTJU010000002.1_124,NZ_JAJTJU010000002.1_125,NZ_JAJTJU010000002.1_126,NZ_JAJTJU010000002.1_127",7,"Dnd_ABCDEFGH__DptF,Dnd_ABCDEFGH__DptG,Dnd_ABCDEFGH__DptH,Dnd__DndB,Dnd__DndC,Dnd__DndD,Dnd__DndE","GCF_023182935.1"
"2196","NZ_JAJTJU010000003.1_RM_Type_II_6","RM","RM_Type_II","Defense","NZ_JAJTJU010000003.1_96","NZ_JAJTJU010000003.1_97","NZ_JAJTJU010000003.1_96,NZ_JAJTJU010000003.1_97",2,"RM_Type_II__Type_II_MTases_FAM_5,RM_Type_II__Type_II_REase09","GCF_023182935.1"
"2197","NZ_JAJTJU010000004.1_Mok_Hok_Sok_5","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAJTJU010000004.1_227","NZ_JAJTJU010000004.1_227","NZ_JAJTJU010000004.1_227",1,"Mok_Hok_Sok__Hok","GCF_023182935.1"
"2198","NZ_JAJTJU010000008.1_RM_Type_IV_7","RM","RM_Type_IV","Defense","NZ_JAJTJU010000008.1_80","NZ_JAJTJU010000008.1_81","NZ_JAJTJU010000008.1_80,NZ_JAJTJU010000008.1_81",2,"RM_Type_IV__FAM_1,RM_Type_IV__Type_IV_01","GCF_023182935.1"
"2199","NZ_JAJTJU010000008.1_Retron_IV_4","Retron","Retron_IV","Defense","NZ_JAJTJU010000008.1_92","NZ_JAJTJU010000008.1_93","NZ_JAJTJU010000008.1_92,NZ_JAJTJU010000008.1_93",2,"Retron_IV__2TM,Retron__RT_Tot_8","GCF_023182935.1"
"2200","NZ_JAJTJZ010000010.1_CAS_Class1-Subtype-I-E_10","Cas","CAS_Class1-Subtype-I-E","Defense","NZ_JAJTJZ010000010.1_27","NZ_JAJTJZ010000010.1_34","NZ_JAJTJZ010000010.1_27,NZ_JAJTJZ010000010.1_28,NZ_JAJTJZ010000010.1_29,NZ_JAJTJZ010000010.1_30,NZ_JAJTJZ010000010.1_31,NZ_JAJTJZ010000010.1_32,NZ_JAJTJZ010000010.1_33,NZ_JAJTJZ010000010.1_34",8,"cas1_I-E_1,cas2_I-E_2,cas3_I_2,cas5_I-E_3,cas6e_I_II_III_IV_V_VI_1,cas7_I-E_2,cas8e_I-E_1,cse2gr11_I-E_1","GCF_023182945.1"
"2201","NZ_JAJTJZ010000001.1_RM_Type_III_7","RM","RM_Type_III","Defense","NZ_JAJTJZ010000001.1_12","NZ_JAJTJZ010000001.1_13","NZ_JAJTJZ010000001.1_12,NZ_JAJTJZ010000001.1_13",2,"RM_Type_III__Type_III_MTases_FAM_0,RM_Type_III__Type_III_REases_FAM_1.einsi_trimmed","GCF_023182945.1"
"2202","NZ_JAJTJZ010000001.1_Prometheus_4","Prometheus","Prometheus","Defense","NZ_JAJTJZ010000001.1_1334","NZ_JAJTJZ010000001.1_1334","NZ_JAJTJZ010000001.1_1334",1,"Prometheus__ProA","GCF_023182945.1"
"2203","NZ_JAJTJZ010000001.1_RM_Type_IV_8","RM","RM_Type_IV","Defense","NZ_JAJTJZ010000001.1_1335","NZ_JAJTJZ010000001.1_1335","NZ_JAJTJZ010000001.1_1335",1,"RM_Type_IV__Type_IV_03","GCF_023182945.1"
"2204","NZ_JAJTJZ010000002.1_Dnd_ABCDEFGH_2","Dnd","Dnd_ABCDEFGH","Defense","NZ_JAJTJZ010000002.1_262","NZ_JAJTJZ010000002.1_271","NZ_JAJTJZ010000002.1_262,NZ_JAJTJZ010000002.1_263,NZ_JAJTJZ010000002.1_264,NZ_JAJTJZ010000002.1_265,NZ_JAJTJZ010000002.1_269,NZ_JAJTJZ010000002.1_270,NZ_JAJTJZ010000002.1_271",7,"Dnd_ABCDEFGH__DptF,Dnd_ABCDEFGH__DptG,Dnd_ABCDEFGH__DptH,Dnd__DndB,Dnd__DndC,Dnd__DndD,Dnd__DndE","GCF_023182945.1"
"2205","NZ_JAJTJZ010000003.1_RM_Type_II_6","RM","RM_Type_II","Defense","NZ_JAJTJZ010000003.1_246","NZ_JAJTJZ010000003.1_247","NZ_JAJTJZ010000003.1_246,NZ_JAJTJZ010000003.1_247",2,"RM_Type_II__Type_II_MTases_FAM_5,RM_Type_II__Type_II_REase09","GCF_023182945.1"
"2206","NZ_JAJTJZ010000004.1_Mok_Hok_Sok_5","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAJTJZ010000004.1_35","NZ_JAJTJZ010000004.1_35","NZ_JAJTJZ010000004.1_35",1,"Mok_Hok_Sok__Hok","GCF_023182945.1"
"2207","NZ_JAJTJZ010000008.1_Retron_IV_3","Retron","Retron_IV","Defense","NZ_JAJTJZ010000008.1_31","NZ_JAJTJZ010000008.1_32","NZ_JAJTJZ010000008.1_31,NZ_JAJTJZ010000008.1_32",2,"Retron_IV__2TM,Retron__RT_Tot_8","GCF_023182945.1"
"2208","NZ_JAJTJZ010000008.1_RM_Type_IV_9","RM","RM_Type_IV","Defense","NZ_JAJTJZ010000008.1_42","NZ_JAJTJZ010000008.1_43","NZ_JAJTJZ010000008.1_42,NZ_JAJTJZ010000008.1_43",2,"RM_Type_IV__FAM_1,RM_Type_IV__Type_IV_01","GCF_023182945.1"
"2209","NZ_JAJTKC010000011.1_CAS_Class1-Subtype-I-E_10","Cas","CAS_Class1-Subtype-I-E","Defense","NZ_JAJTKC010000011.1_20","NZ_JAJTKC010000011.1_27","NZ_JAJTKC010000011.1_20,NZ_JAJTKC010000011.1_21,NZ_JAJTKC010000011.1_22,NZ_JAJTKC010000011.1_23,NZ_JAJTKC010000011.1_24,NZ_JAJTKC010000011.1_25,NZ_JAJTKC010000011.1_26,NZ_JAJTKC010000011.1_27",8,"cas1_I-E_1,cas2_I-E_2,cas3_I_2,cas5_I-E_3,cas6e_I_II_III_IV_V_VI_1,cas7_I-E_2,cas8e_I-E_1,cse2gr11_I-E_1","GCF_023182975.1"
"2210","NZ_JAJTKC010000001.1_RM_Type_IV_8","RM","RM_Type_IV","Defense","NZ_JAJTKC010000001.1_5","NZ_JAJTKC010000001.1_5","NZ_JAJTKC010000001.1_5",1,"RM_Type_IV__Type_IV_03","GCF_023182975.1"
"2211","NZ_JAJTKC010000001.1_Prometheus_1","Prometheus","Prometheus","Defense","NZ_JAJTKC010000001.1_6","NZ_JAJTKC010000001.1_6","NZ_JAJTKC010000001.1_6",1,"Prometheus__ProA","GCF_023182975.1"
"2212","NZ_JAJTKC010000001.1_RM_Type_III_7","RM","RM_Type_III","Defense","NZ_JAJTKC010000001.1_1329","NZ_JAJTKC010000001.1_1330","NZ_JAJTKC010000001.1_1329,NZ_JAJTKC010000001.1_1330",2,"RM_Type_III__Type_III_MTases_FAM_0,RM_Type_III__Type_III_REases_FAM_1.einsi_trimmed","GCF_023182975.1"
"2213","NZ_JAJTKC010000002.1_Dnd_ABCDEFGH_3","Dnd","Dnd_ABCDEFGH","Defense","NZ_JAJTKC010000002.1_118","NZ_JAJTKC010000002.1_127","NZ_JAJTKC010000002.1_118,NZ_JAJTKC010000002.1_119,NZ_JAJTKC010000002.1_120,NZ_JAJTKC010000002.1_124,NZ_JAJTKC010000002.1_125,NZ_JAJTKC010000002.1_126,NZ_JAJTKC010000002.1_127",7,"Dnd_ABCDEFGH__DptF,Dnd_ABCDEFGH__DptG,Dnd_ABCDEFGH__DptH,Dnd__DndB,Dnd__DndC,Dnd__DndD,Dnd__DndE","GCF_023182975.1"
"2214","NZ_JAJTKC010000003.1_RM_Type_II_6","RM","RM_Type_II","Defense","NZ_JAJTKC010000003.1_95","NZ_JAJTKC010000003.1_96","NZ_JAJTKC010000003.1_95,NZ_JAJTKC010000003.1_96",2,"RM_Type_II__Type_II_MTases_FAM_5,RM_Type_II__Type_II_REase09","GCF_023182975.1"
"2215","NZ_JAJTKC010000004.1_Mok_Hok_Sok_4","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAJTKC010000004.1_41","NZ_JAJTKC010000004.1_41","NZ_JAJTKC010000004.1_41",1,"Mok_Hok_Sok__Hok","GCF_023182975.1"
"2216","NZ_JAJTKC010000009.1_RM_Type_IV_9","RM","RM_Type_IV","Defense","NZ_JAJTKC010000009.1_80","NZ_JAJTKC010000009.1_81","NZ_JAJTKC010000009.1_80,NZ_JAJTKC010000009.1_81",2,"RM_Type_IV__FAM_1,RM_Type_IV__Type_IV_01","GCF_023182975.1"
"2217","NZ_JAJTKC010000009.1_Retron_IV_5","Retron","Retron_IV","Defense","NZ_JAJTKC010000009.1_92","NZ_JAJTKC010000009.1_93","NZ_JAJTKC010000009.1_92,NZ_JAJTKC010000009.1_93",2,"Retron_IV__2TM,Retron__RT_Tot_8","GCF_023182975.1"
"2218","NZ_JAJTKB010000010.1_CAS_Class1-Subtype-I-E_10","Cas","CAS_Class1-Subtype-I-E","Defense","NZ_JAJTKB010000010.1_29","NZ_JAJTKB010000010.1_36","NZ_JAJTKB010000010.1_29,NZ_JAJTKB010000010.1_30,NZ_JAJTKB010000010.1_31,NZ_JAJTKB010000010.1_32,NZ_JAJTKB010000010.1_33,NZ_JAJTKB010000010.1_34,NZ_JAJTKB010000010.1_35,NZ_JAJTKB010000010.1_36",8,"cas1_I-E_1,cas2_I-E_2,cas3_I_2,cas5_I-E_3,cas6e_I_II_III_IV_V_VI_1,cas7_I-E_2,cas8e_I-E_1,cse2gr11_I-E_1","GCF_023182995.1"
"2219","NZ_JAJTKB010000001.1_RM_Type_IV_7","RM","RM_Type_IV","Defense","NZ_JAJTKB010000001.1_176","NZ_JAJTKB010000001.1_176","NZ_JAJTKB010000001.1_176",1,"RM_Type_IV__Type_IV_03","GCF_023182995.1"
"2220","NZ_JAJTKB010000001.1_Prometheus_2","Prometheus","Prometheus","Defense","NZ_JAJTKB010000001.1_177","NZ_JAJTKB010000001.1_177","NZ_JAJTKB010000001.1_177",1,"Prometheus__ProA","GCF_023182995.1"
"2221","NZ_JAJTKB010000001.1_RM_Type_III_6","RM","RM_Type_III","Defense","NZ_JAJTKB010000001.1_1499","NZ_JAJTKB010000001.1_1500","NZ_JAJTKB010000001.1_1499,NZ_JAJTKB010000001.1_1500",2,"RM_Type_III__Type_III_MTases_FAM_0,RM_Type_III__Type_III_REases_FAM_1.einsi_trimmed","GCF_023182995.1"
"2222","NZ_JAJTKB010000002.1_Dnd_ABCDEFGH_5","Dnd","Dnd_ABCDEFGH","Defense","NZ_JAJTKB010000002.1_118","NZ_JAJTKB010000002.1_127","NZ_JAJTKB010000002.1_118,NZ_JAJTKB010000002.1_119,NZ_JAJTKB010000002.1_120,NZ_JAJTKB010000002.1_124,NZ_JAJTKB010000002.1_125,NZ_JAJTKB010000002.1_126,NZ_JAJTKB010000002.1_127",7,"Dnd_ABCDEFGH__DptF,Dnd_ABCDEFGH__DptG,Dnd_ABCDEFGH__DptH,Dnd__DndB,Dnd__DndC,Dnd__DndD,Dnd__DndE","GCF_023182995.1"
"2223","NZ_JAJTKB010000003.1_RM_Type_II_9","RM","RM_Type_II","Defense","NZ_JAJTKB010000003.1_94","NZ_JAJTKB010000003.1_95","NZ_JAJTKB010000003.1_94,NZ_JAJTKB010000003.1_95",2,"RM_Type_II__Type_II_MTases_FAM_5,RM_Type_II__Type_II_REase09","GCF_023182995.1"
"2224","NZ_JAJTKB010000004.1_Mok_Hok_Sok_3","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JAJTKB010000004.1_226","NZ_JAJTKB010000004.1_226","NZ_JAJTKB010000004.1_226",1,"Mok_Hok_Sok__Hok","GCF_023182995.1"
"2225","NZ_JAJTKB010000008.1_Retron_IV_1","Retron","Retron_IV","Defense","NZ_JAJTKB010000008.1_31","NZ_JAJTKB010000008.1_32","NZ_JAJTKB010000008.1_31,NZ_JAJTKB010000008.1_32",2,"Retron_IV__2TM,Retron__RT_Tot_8","GCF_023182995.1"
"2226","NZ_JAJTKB010000008.1_RM_Type_IV_8","RM","RM_Type_IV","Defense","NZ_JAJTKB010000008.1_42","NZ_JAJTKB010000008.1_43","NZ_JAJTKB010000008.1_42,NZ_JAJTKB010000008.1_43",2,"RM_Type_IV__FAM_1,RM_Type_IV__Type_IV_01","GCF_023182995.1"
