"","sys_id","type","subtype","activity","sys_beg","sys_end","protein_in_syst","genes_count","name_of_profiles_in_sys","Genome","Genome2"
"489","GCF_031978025.1_ASM3197802v1_genomic_plasmid_proteins_DNA_met_RM_Type_II_PDDEXK_1","RM_Type_II","DNA_met_RM_Type_II_PDDEXK","Defense","NZ_DALZCD010000130.1_11","NZ_DALZCD010000130.1_12","NZ_DALZCD010000130.1_11,NZ_DALZCD010000130.1_12",2,"RM_Type_II__Type_II_MTases_FAM_2,RM_Type_II__Type_II_REase27","GCF_031978025.1","GCF_031978025.1"
"490","GCF_031980025.1_ASM3198002v1_genomic_plasmid_proteins_Kongming_2","Kongming","Kongming","Defense","NZ_DALZFK010000006.1_19","NZ_DALZFK010000006.1_20","NZ_DALZFK010000006.1_19,NZ_DALZFK010000006.1_20",2,"Kongming__KomB,Kongming__KomC","GCF_031980025.1","GCF_031980025.1"
"491","GCF_031980025.1_ASM3198002v1_genomic_plasmid_proteins_SNIPE_4","SNIPE","SNIPE","Defense","NZ_DALZFK010000070.1_5","NZ_DALZFK010000070.1_5","NZ_DALZFK010000070.1_5",1,"PD-Lambda-1__PD-Lambda-1","GCF_031980025.1","GCF_031980025.1"
"492","GCF_031980025.1_ASM3198002v1_genomic_plasmid_proteins_Gao_Tmn_1","Gao_Tmn","Gao_Tmn","Defense","NZ_DALZFK010000097.1_14","NZ_DALZFK010000097.1_14","NZ_DALZFK010000097.1_14",1,"Gao_Tmn__TmnA","GCF_031980025.1","GCF_031980025.1"
"493","GCF_032052925.1_ASM3205292v1_genomic_plasmid_proteins_Kongming_1","Kongming","Kongming","Defense","NZ_DAMBVP010000023.1_57","NZ_DAMBVP010000023.1_58","NZ_DAMBVP010000023.1_57,NZ_DAMBVP010000023.1_58",2,"Kongming__KomB,Kongming__KomC","GCF_032052925.1","GCF_032052925.1"
"494","GCF_033657285.1_ASM3365728v1_genomic_plasmid_proteins_MazEF_1","MazEF","MazEF","Defense","NZ_JAWVWP010000009.1_151","NZ_JAWVWP010000009.1_152","NZ_JAWVWP010000009.1_151,NZ_JAWVWP010000009.1_152",2,"MazEF__MazE,MazEF__MazF","GCF_033657285.1","GCF_033657285.1"
"495","GCF_036866025.1_ASM3686602v1_genomic_plasmid_proteins_N6_N4_RM_Type_II_PDDEXK_1","RM_Type_II","N6_N4_RM_Type_II_PDDEXK","Defense","NZ_CP142282.1_1","NZ_CP142282.1_2","NZ_CP142282.1_1,NZ_CP142282.1_2",2,"RM_Type_II__Type_II_MTases_FAM_25,RM_Type_II__Type_II_REase29","GCF_036866025.1","GCF_036866025.1"
"496","GCF_036866025.1_ASM3686602v1_genomic_plasmid_proteins_RM_Type_II_5","RM","RM_Type_II","Defense","NZ_CP142282.1_9","NZ_CP142282.1_10","NZ_CP142282.1_9,NZ_CP142282.1_10",2,"RM_Type_II__Type_II_MTases_FAM_25,RM_Type_II__Type_II_REase29","GCF_036866025.1","GCF_036866025.1"
"497","GCF_036866025.1_ASM3686602v1_genomic_plasmid_proteins_N6_N4_RM_Type_II_PDDEXK_3","RM_Type_II","N6_N4_RM_Type_II_PDDEXK","Defense","NZ_CP142283.1_4","NZ_CP142283.1_5","NZ_CP142283.1_4,NZ_CP142283.1_5",2,"RM_Type_II__Type_II_MTases_FAM_25,RM_Type_II__Type_II_REase29","GCF_036866025.1","GCF_036866025.1"
"498","GCF_036866045.1_ASM3686604v1_genomic_plasmid_proteins_RM_Type_II_2","RM","RM_Type_II","Defense","NZ_CP142287.1_2","NZ_CP142287.1_7","NZ_CP142287.1_2,NZ_CP142287.1_3,NZ_CP142287.1_6,NZ_CP142287.1_7",4,"RM_Type_II__Type_II_MTases_FAM_25,RM_Type_II__Type_II_MTases_FAM_25,RM_Type_II__Type_II_REase29,RM_Type_II__Type_II_REase29","GCF_036866045.1","GCF_036866045.1"
"499","GCF_036866065.1_ASM3686606v1_genomic_plasmid_proteins_RM_Type_II_2","RM","RM_Type_II","Defense","NZ_CP142290.1_1","NZ_CP142290.1_6","NZ_CP142290.1_1,NZ_CP142290.1_2,NZ_CP142290.1_5,NZ_CP142290.1_6",4,"RM_Type_II__Type_II_MTases_FAM_25,RM_Type_II__Type_II_MTases_FAM_25,RM_Type_II__Type_II_REase29,RM_Type_II__Type_II_REase29","GCF_036866065.1","GCF_036866065.1"
"500","GCF_037045765.1_ASM3704576v1_genomic_plasmid_proteins_AbiE_1","AbiE","AbiE","Defense","NZ_JBANEJ010000010.1_18","NZ_JBANEJ010000010.1_19","NZ_JBANEJ010000010.1_18,NZ_JBANEJ010000010.1_19",2,"AbiEii__AbiEi_2,AbiEii__AbiEii","GCF_037045765.1","GCF_037045765.1"
"501","GCF_037045765.1_ASM3704576v1_genomic_plasmid_proteins_Septu_7","Septu","Septu","Defense","NZ_JBANEJ010000014.1_71","NZ_JBANEJ010000014.1_72","NZ_JBANEJ010000014.1_71,NZ_JBANEJ010000014.1_72",2,"Retron_I_A__HNH_TIGR02646,Septu__PtuA","GCF_037045765.1","GCF_037045765.1"
"502","GCF_037045765.1_ASM3704576v1_genomic_plasmid_proteins_Lamassu-Mrr_5","Lamassu-Fam","Lamassu-Mrr","Defense","NZ_JBANEJ010000024.1_5","NZ_JBANEJ010000024.1_7","NZ_JBANEJ010000024.1_5,NZ_JBANEJ010000024.1_6,NZ_JBANEJ010000024.1_7",3,"Lamassu-Fam__LmuA_effector_Mrr,Lamassu-Fam__LmuB_SMC_Mrr,Lamassu-Fam__LmuC_acc_Mrr","GCF_037045765.1","GCF_037045765.1"
"503","GCF_037045765.1_ASM3704576v1_genomic_plasmid_proteins_Gao_Qat_4","Gao_Qat","Gao_Qat","Defense","NZ_JBANEJ010000024.1_14","NZ_JBANEJ010000024.1_17","NZ_JBANEJ010000024.1_14,NZ_JBANEJ010000024.1_15,NZ_JBANEJ010000024.1_16,NZ_JBANEJ010000024.1_17",4,"Gao_Qat__QatA,Gao_Qat__QatB,Gao_Qat__QatC,Gao_Qat__QatD","GCF_037045765.1","GCF_037045765.1"
"504","GCF_037045765.1_ASM3704576v1_genomic_plasmid_proteins_DARNA_2","DARNA","DARNA","Defense","NZ_JBANEJ010000024.1_18","NZ_JBANEJ010000024.1_18","NZ_JBANEJ010000024.1_18",1,"PD-T7-3__PD-T7-3","GCF_037045765.1","GCF_037045765.1"
"505","GCF_037045765.1_ASM3704576v1_genomic_plasmid_proteins_TIR-III_8","TIR-III","TIR-III","Defense","NZ_JBANEJ010000029.1_19","NZ_JBANEJ010000029.1_20","NZ_JBANEJ010000029.1_19,NZ_JBANEJ010000029.1_20",2,"TIR-III__TIR-III_A,TIR-III__TIR-III_B","GCF_037045765.1","GCF_037045765.1"
"506","GCF_037045765.1_ASM3704576v1_genomic_plasmid_proteins_DUF262_Shlafen_pSlfn7_3","DUF262_Shlafen","DUF262_Shlafen_pSlfn7","Defense","NZ_JBANEJ010000042.1_6","NZ_JBANEJ010000042.1_6","NZ_JBANEJ010000042.1_6",1,"DUF262_Shlafen_pSlfn7__pSlfn7","GCF_037045765.1","GCF_037045765.1"
"507","GCF_037045795.1_ASM3704579v1_genomic_plasmid_proteins_Lamassu-Mrr_3","Lamassu-Fam","Lamassu-Mrr","Defense","NZ_JBANEI010000021.1_3","NZ_JBANEI010000021.1_5","NZ_JBANEI010000021.1_3,NZ_JBANEI010000021.1_4,NZ_JBANEI010000021.1_5",3,"Lamassu-Fam__LmuA_effector_Mrr,Lamassu-Fam__LmuB_SMC_Mrr,Lamassu-Fam__LmuC_acc_Mrr","GCF_037045795.1","GCF_037045795.1"
"508","GCF_037045795.1_ASM3704579v1_genomic_plasmid_proteins_Gao_Qat_2","Gao_Qat","Gao_Qat","Defense","NZ_JBANEI010000021.1_12","NZ_JBANEI010000021.1_15","NZ_JBANEI010000021.1_12,NZ_JBANEI010000021.1_13,NZ_JBANEI010000021.1_14,NZ_JBANEI010000021.1_15",4,"Gao_Qat__QatA,Gao_Qat__QatB,Gao_Qat__QatC,Gao_Qat__QatD","GCF_037045795.1","GCF_037045795.1"
"509","GCF_037045795.1_ASM3704579v1_genomic_plasmid_proteins_DARNA_1","DARNA","DARNA","Defense","NZ_JBANEI010000021.1_16","NZ_JBANEI010000021.1_16","NZ_JBANEI010000021.1_16",1,"PD-T7-3__PD-T7-3","GCF_037045795.1","GCF_037045795.1"
"510","GCF_037045825.1_ASM3704582v1_genomic_plasmid_proteins_RloC_3","RloC","RloC","Defense","NZ_JBANEK010000017.1_3","NZ_JBANEK010000017.1_3","NZ_JBANEK010000017.1_3",1,"RloC__RloC","GCF_037045825.1","GCF_037045825.1"
"511","GCF_037045825.1_ASM3704582v1_genomic_plasmid_proteins_PD-T4-5_2","PD-T4-5","PD-T4-5","Defense","NZ_JBANEK010000020.1_30","NZ_JBANEK010000020.1_30","NZ_JBANEK010000020.1_30",1,"PD-T4-5__PD-T4-5","GCF_037045825.1","GCF_037045825.1"
"512","GCF_037045825.1_ASM3704582v1_genomic_plasmid_proteins_Mok_Hok_Sok_1","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JBANEK010000009.1_162","NZ_JBANEK010000009.1_162","NZ_JBANEK010000009.1_162",1,"Mok_Hok_Sok__Hok","GCF_037045825.1","GCF_037045825.1"
"513","GCF_037081855.1_ASM3708185v1_genomic_plasmid_proteins_MazEF_1","MazEF","MazEF","Defense","NZ_CP146503.1_2","NZ_CP146503.1_3","NZ_CP146503.1_2,NZ_CP146503.1_3",2,"MazEF__MazE,MazEF__MazF","GCF_037081855.1","GCF_037081855.1"
"514","GCF_037144385.1_ASM3714438v1_genomic_plasmid_proteins_HEC-09_1","HEC-09","HEC-09","Defense","NZ_JBBCZK010000010.1_119","NZ_JBBCZK010000010.1_119","NZ_JBBCZK010000010.1_119",1,"HEC-09__HEC-09","GCF_037144385.1","GCF_037144385.1"
"515","GCF_037144385.1_ASM3714438v1_genomic_plasmid_proteins_RM_Type_II_4","RM","RM_Type_II","Defense","NZ_JBBCZK010000017.1_80","NZ_JBBCZK010000017.1_81","NZ_JBBCZK010000017.1_80,NZ_JBBCZK010000017.1_81",2,"RM_Type_II__Type_II_MTases_FAM_2,RM_Type_II__Type_II_REase09","GCF_037144385.1","GCF_037144385.1"
"516","GCF_037144385.1_ASM3714438v1_genomic_plasmid_proteins_PD-T4-5_2","PD-T4-5","PD-T4-5","Defense","NZ_JBBCZK010000032.1_4","NZ_JBBCZK010000032.1_4","NZ_JBBCZK010000032.1_4",1,"PD-T4-5__PD-T4-5","GCF_037144385.1","GCF_037144385.1"
"517","GCF_037149315.1_ASM3714931v1_genomic_plasmid_proteins_TIR-IV_1","TIR-IV","TIR-IV","Defense","NZ_JBBCRR010000020.1_2","NZ_JBBCRR010000020.1_3","NZ_JBBCRR010000020.1_2,NZ_JBBCRR010000020.1_3",2,"TIR-IV__TIR-IV_A,TIR-IV__TIR-IV_B","GCF_037149315.1","GCF_037149315.1"
"518","GCF_037149355.1_ASM3714935v1_genomic_plasmid_proteins_Olokun_1","Olokun","Olokun","Defense","NZ_JBBCRQ010000020.1_4","NZ_JBBCRQ010000020.1_5","NZ_JBBCRQ010000020.1_4,NZ_JBBCRQ010000020.1_5",2,"Olokun__OloA,Olokun__OloB","GCF_037149355.1","GCF_037149355.1"
"519","GCF_037149355.1_ASM3714935v1_genomic_plasmid_proteins_TIR-IV_2","TIR-IV","TIR-IV","Defense","NZ_JBBCRQ010000022.1_4","NZ_JBBCRQ010000022.1_5","NZ_JBBCRQ010000022.1_4,NZ_JBBCRQ010000022.1_5",2,"TIR-IV__TIR-IV_A,TIR-IV__TIR-IV_B","GCF_037149355.1","GCF_037149355.1"
"520","GCF_037149555.1_ASM3714955v1_genomic_plasmid_proteins_TIR-IV_1","TIR-IV","TIR-IV","Defense","NZ_JBBCRF010000020.1_2","NZ_JBBCRF010000020.1_3","NZ_JBBCRF010000020.1_2,NZ_JBBCRF010000020.1_3",2,"TIR-IV__TIR-IV_A,TIR-IV__TIR-IV_B","GCF_037149555.1","GCF_037149555.1"
"521","GCF_037149855.1_ASM3714985v1_genomic_plasmid_proteins_Olokun_1","Olokun","Olokun","Defense","NZ_JBBCQQ010000021.1_1","NZ_JBBCQQ010000021.1_2","NZ_JBBCQQ010000021.1_1,NZ_JBBCQQ010000021.1_2",2,"Olokun__OloA,Olokun__OloB","GCF_037149855.1","GCF_037149855.1"
"522","GCF_037149855.1_ASM3714985v1_genomic_plasmid_proteins_TIR-IV_2","TIR-IV","TIR-IV","Defense","NZ_JBBCQQ010000023.1_4","NZ_JBBCQQ010000023.1_5","NZ_JBBCQQ010000023.1_4,NZ_JBBCQQ010000023.1_5",2,"TIR-IV__TIR-IV_A,TIR-IV__TIR-IV_B","GCF_037149855.1","GCF_037149855.1"
"523","GCF_037479155.1_ASM3747915v1_genomic_plasmid_proteins_Pif_5","Pif","Pif","Defense","NZ_JBBGZV010000015.1_16","NZ_JBBGZV010000015.1_17","NZ_JBBGZV010000015.1_16,NZ_JBBGZV010000015.1_17",2,"Pif__PifA,Pif__PifC","GCF_037479155.1","GCF_037479155.1"
"524","GCF_037479155.1_ASM3747915v1_genomic_plasmid_proteins_Gao_Tmn_1","Gao_Tmn","Gao_Tmn","Defense","NZ_JBBGZV010000015.1_27","NZ_JBBGZV010000015.1_27","NZ_JBBGZV010000015.1_27",1,"Gao_Tmn__TmnA","GCF_037479155.1","GCF_037479155.1"
"525","GCF_037479155.1_ASM3747915v1_genomic_plasmid_proteins_PfiAT_4","PfiAT","PfiAT","Defense","NZ_JBBGZV010000015.1_106","NZ_JBBGZV010000015.1_107","NZ_JBBGZV010000015.1_106,NZ_JBBGZV010000015.1_107",2,"PfiAT__PfiA,PfiAT__PfiT","GCF_037479155.1","GCF_037479155.1"
"526","GCF_037479155.1_ASM3747915v1_genomic_plasmid_proteins_PARIS_I_2","Paris","PARIS_I","Defense","NZ_JBBGZV010000016.1_5","NZ_JBBGZV010000016.1_6","NZ_JBBGZV010000016.1_5,NZ_JBBGZV010000016.1_6",2,"Paris_I__AriA_AAA15,Paris_I__AriB_DUF4435_I","GCF_037479155.1","GCF_037479155.1"
"527","GCF_037479155.1_ASM3747915v1_genomic_plasmid_proteins_PD-T7-2_3","PD-T7-2","PD-T7-2","Defense","NZ_JBBGZV010000016.1_7","NZ_JBBGZV010000016.1_8","NZ_JBBGZV010000016.1_7,NZ_JBBGZV010000016.1_8",2,"PD-T7-2__PD-T7-2_A,PD-T7-2__PD-T7-2_B","GCF_037479155.1","GCF_037479155.1"
"528","GCF_037479575.1_ASM3747957v1_genomic_plasmid_proteins_PfiAT_4","PfiAT","PfiAT","Defense","NZ_JBBGYT010000349.1_4","NZ_JBBGYT010000349.1_5","NZ_JBBGYT010000349.1_4,NZ_JBBGYT010000349.1_5",2,"PfiAT__PfiA,PfiAT__PfiT","GCF_037479575.1","GCF_037479575.1"
"529","GCF_037479575.1_ASM3747957v1_genomic_plasmid_proteins_Nantosuelta_2","Nantosuelta","Nantosuelta","Defense","NZ_JBBGYT010000349.1_113","NZ_JBBGYT010000349.1_113","NZ_JBBGYT010000349.1_113",1,"Nantosuelta__VCA0322","GCF_037479575.1","GCF_037479575.1"
"530","GCF_037479575.1_ASM3747957v1_genomic_plasmid_proteins_DS-43_1","DS-43","DS-43","Defense","NZ_JBBGYT010000349.1_140","NZ_JBBGYT010000349.1_140","NZ_JBBGYT010000349.1_140",1,"DS-43__DS-43","GCF_037479575.1","GCF_037479575.1"
"531","GCF_037479575.1_ASM3747957v1_genomic_plasmid_proteins_TIR-III_5","TIR-III","TIR-III","Defense","NZ_JBBGYT010000349.1_147","NZ_JBBGYT010000349.1_148","NZ_JBBGYT010000349.1_147,NZ_JBBGYT010000349.1_148",2,"TIR-III__TIR-III_A,TIR-III__TIR-III_B","GCF_037479575.1","GCF_037479575.1"
"532","GCF_037479575.1_ASM3747957v1_genomic_plasmid_proteins_PD-T4-5_3","PD-T4-5","PD-T4-5","Defense","NZ_JBBGYT010000349.1_216","NZ_JBBGYT010000349.1_216","NZ_JBBGYT010000349.1_216",1,"PD-T4-5__PD-T4-5","GCF_037479575.1","GCF_037479575.1"
"533","GCF_037479575.1_ASM3747957v1_genomic_plasmid_proteins_Toga_6","Toga","Toga","Defense","NZ_JBBGYT010000349.1_218","NZ_JBBGYT010000349.1_218","NZ_JBBGYT010000349.1_218",1,"Toga__Toga","GCF_037479575.1","GCF_037479575.1"
"534","GCF_039621855.1_ASM3962185v1_genomic_plasmid_proteins_Gabija_1","Gabija","Gabija","Defense","NZ_CP155072.1_12","NZ_CP155072.1_13","NZ_CP155072.1_12,NZ_CP155072.1_13",2,"Gabija__GajA,Gabija__GajB_2","GCF_039621855.1","GCF_039621855.1"
"535","GCF_039675445.1_ASM3967544v1_genomic_plasmid_proteins_Pif_2","Pif","Pif","Defense","NZ_JBDFQH010000010.1_8","NZ_JBDFQH010000010.1_9","NZ_JBDFQH010000010.1_8,NZ_JBDFQH010000010.1_9",2,"Pif__PifA,Pif__PifC","GCF_039675445.1","GCF_039675445.1"
"536","GCF_039675445.1_ASM3967544v1_genomic_plasmid_proteins_RM_Type_II_4","RM","RM_Type_II","Defense","NZ_JBDFQH010000010.1_83","NZ_JBDFQH010000010.1_84","NZ_JBDFQH010000010.1_83,NZ_JBDFQH010000010.1_84",2,"RM_Type_II__Type_II_MTases_FAM_2,RM_Type_II__Type_II_REase27","GCF_039675445.1","GCF_039675445.1"
"537","GCF_039675445.1_ASM3967544v1_genomic_plasmid_proteins_MazEF_1","MazEF","MazEF","Defense","NZ_JBDFQH010000012.1_57","NZ_JBDFQH010000012.1_58","NZ_JBDFQH010000012.1_57,NZ_JBDFQH010000012.1_58",2,"MazEF__MazE,MazEF__MazF","GCF_039675445.1","GCF_039675445.1"
"538","GCF_039675645.1_ASM3967564v1_genomic_plasmid_proteins_Hailibu_Her_DUF_2","Gao_Her","Hailibu_Her_DUF","Defense","NZ_JBDFQO010000010.1_92","NZ_JBDFQO010000010.1_93","NZ_JBDFQO010000010.1_92,NZ_JBDFQO010000010.1_93",2,"Gao_Her_DUF__DUF4297,Gao_Her_DUF__HerA_DUF","GCF_039675645.1","GCF_039675645.1"
"539","GCF_039675685.1_ASM3967568v1_genomic_plasmid_proteins_RloC_1","RloC","RloC","Defense","NZ_JBDFQQ010000012.1_52","NZ_JBDFQQ010000012.1_52","NZ_JBDFQQ010000012.1_52",1,"RloC__RloC","GCF_039675685.1","GCF_039675685.1"
"540","GCF_039675705.1_ASM3967570v1_genomic_plasmid_proteins_HEC-09_2","HEC-09","HEC-09","Defense","NZ_JBDFQS010000006.1_12","NZ_JBDFQS010000006.1_12","NZ_JBDFQS010000006.1_12",1,"HEC-09__HEC-09","GCF_039675705.1","GCF_039675705.1"
"541","GCF_039675705.1_ASM3967570v1_genomic_plasmid_proteins_GAPS6_1","GAPS6","GAPS6","Defense","NZ_JBDFQS010000006.1_68","NZ_JBDFQS010000006.1_69","NZ_JBDFQS010000006.1_68,NZ_JBDFQS010000006.1_69",2,"GAPS6__GAPS6a,GAPS6__GAPS6b","GCF_039675705.1","GCF_039675705.1"
"542","GCF_039675705.1_ASM3967570v1_genomic_plasmid_proteins_Septu_4","Septu","Septu","Defense","NZ_JBDFQS010000006.1_78","NZ_JBDFQS010000006.1_79","NZ_JBDFQS010000006.1_78,NZ_JBDFQS010000006.1_79",2,"Septu__PtuA,Septu__PtuB","GCF_039675705.1","GCF_039675705.1"
"543","GCF_039675705.1_ASM3967570v1_genomic_plasmid_proteins_MazEF_3","MazEF","MazEF","Defense","NZ_JBDFQS010000012.1_23","NZ_JBDFQS010000012.1_24","NZ_JBDFQS010000012.1_23,NZ_JBDFQS010000012.1_24",2,"MazEF__MazE,MazEF__MazF","GCF_039675705.1","GCF_039675705.1"
"544","GCF_040741485.1_ASM4074148v1_genomic_plasmid_proteins_Retron_XII_1","Retron","Retron_XII","Defense","NZ_JBFKZN010000023.1_6","NZ_JBFKZN010000023.1_6","NZ_JBFKZN010000023.1_6",1,"Retron_XII__RT_12","GCF_040741485.1","GCF_040741485.1"
"545","GCF_041224955.1_ASM4122495v1_genomic_plasmid_proteins_DNA_met_RM_Type_II_PDDEXK_2","RM_Type_II","DNA_met_RM_Type_II_PDDEXK","Defense","NZ_JBGFFX010000015.1_134","NZ_JBGFFX010000015.1_135","NZ_JBGFFX010000015.1_134,NZ_JBGFFX010000015.1_135",2,"RM_Type_II__Type_II_MTases_FAM_2,RM_Type_II__Type_II_REase27","GCF_041224955.1","GCF_041224955.1"
"546","GCF_041224955.1_ASM4122495v1_genomic_plasmid_proteins_MazEF_1","MazEF","MazEF","Defense","NZ_JBGFFX010000019.1_27","NZ_JBGFFX010000019.1_28","NZ_JBGFFX010000019.1_27,NZ_JBGFFX010000019.1_28",2,"MazEF__MazE,MazEF__MazF","GCF_041224955.1","GCF_041224955.1"
"547","GCF_900068895.1_Ervv1.fasta_genomic_plasmid_proteins_DS-33_1","DS-33","DS-33","Defense","NZ_CDPK01000009.1_156","NZ_CDPK01000009.1_156","NZ_CDPK01000009.1_156",1,"DS-33__DS-33","GCF_900068895.1","GCF_900068895.1"
"548","GCF_900604315.1_PRJEB25870_genomic_plasmid_proteins_Kongming_1","Kongming","Kongming","Defense","NZ_LR026980.1_16","NZ_LR026980.1_17","NZ_LR026980.1_16,NZ_LR026980.1_17",2,"Kongming__KomB,Kongming__KomC","GCF_900604315.1","GCF_900604315.1"
"549","GCF_913774645.1_S1C8761_SP8_genomic_plasmid_proteins_Azaca_1","Azaca","Azaca","Defense","NZ_CAJYHK010000006.1_78","NZ_CAJYHK010000006.1_81","NZ_CAJYHK010000006.1_78,NZ_CAJYHK010000006.1_79,NZ_CAJYHK010000006.1_81",3,"Azaca__ZacA,Azaca__ZacB,Azaca__ZacC","GCF_913774645.1","GCF_913774645.1"
"550","GCF_913774645.1_S1C8761_SP8_genomic_plasmid_proteins_Lamassu_Hypothetical_3","Lamassu-Fam","Lamassu_Hypothetical","Defense","NZ_CAJYHK010000006.1_83","NZ_CAJYHK010000006.1_86","NZ_CAJYHK010000006.1_83,NZ_CAJYHK010000006.1_84,NZ_CAJYHK010000006.1_86",3,"Lamassu__LmuA_CTD1,Lamassu__LmuB_Long,Lamassu__LmuC_MC1","GCF_913774645.1","GCF_913774645.1"
"551","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_plasmid_proteins_MazEF_1","MazEF","MazEF","Defense","NZ_CAUQSM010000010.1_173","NZ_CAUQSM010000010.1_174","NZ_CAUQSM010000010.1_173,NZ_CAUQSM010000010.1_174",2,"MazEF__MazE,MazEF__MazF","GCF_963520805.1","GCF_963520805.1"
"552","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_plasmid_proteins_Septu_3","Septu","Septu","Defense","NZ_CAUQSM010000015.1_31","NZ_CAUQSM010000015.1_32","NZ_CAUQSM010000015.1_31,NZ_CAUQSM010000015.1_32",2,"Septu__PtuA_2,Septu__PtuB_2","GCF_963520805.1","GCF_963520805.1"
"553","GCF_963520805.1_ERR9968784_bin.9_MetaWRAP_v1.3_MAG_genomic_plasmid_proteins_Retron_III_2","Retron","Retron_III","Defense","NZ_CAUQSM010000023.1_37","NZ_CAUQSM010000023.1_39","NZ_CAUQSM010000023.1_37,NZ_CAUQSM010000023.1_39",2,"Retron_III__PRTase_WH,Retron__RT_Tot_7","GCF_963520805.1","GCF_963520805.1"
