"","seq_name","length","topology","coordinates","n_genes","genetic_code","virus_score","fdr","n_hallmarks","marker_enrichment","taxonomy","Genome"
"1021","NZ_CP089940.1|provirus_576090_618882",42793,"Provirus","576090-618882","46",11,0.9984,NA,12,41.5375,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_021365505.1_ASM2136550v1_genomic_summary/GCF_021365505.1_ASM2136550v1_genomic_virus_summary.tsv"
"1022","NZ_CP089940.1|provirus_4060039_4125754",65716,"Provirus","4060039-4125754","95",11,0.9976,NA,10,70.8047,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_021365505.1_ASM2136550v1_genomic_summary/GCF_021365505.1_ASM2136550v1_genomic_virus_summary.tsv"
"1023","NZ_CP089940.1|provirus_2261113_2319766",58654,"Provirus","2261113-2319766","80",11,0.9964,NA,5,44.7381,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_021365505.1_ASM2136550v1_genomic_summary/GCF_021365505.1_ASM2136550v1_genomic_virus_summary.tsv"
"1024","NZ_CP089940.1|provirus_837376_848738",11363,"Provirus","837376-848738","21",11,0.9944,NA,0,11.0255,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_021365505.1_ASM2136550v1_genomic_summary/GCF_021365505.1_ASM2136550v1_genomic_virus_summary.tsv"
"1025","NZ_CP089940.1|provirus_1840633_1864942",24310,"Provirus","1840633-1864942","39",11,0.9943,NA,2,15.5037,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_021365505.1_ASM2136550v1_genomic_summary/GCF_021365505.1_ASM2136550v1_genomic_virus_summary.tsv"
"1026","NZ_CP089940.1|provirus_3943966_3962113",18148,"Provirus","3943966-3962113","27",11,0.9912,NA,2,6.788,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_021365505.1_ASM2136550v1_genomic_summary/GCF_021365505.1_ASM2136550v1_genomic_virus_summary.tsv"
"1027","NZ_CP089940.1|provirus_2862185_2884538",22354,"Provirus","2862185-2884538","33",11,0.9912,NA,6,21.6008,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_021365505.1_ASM2136550v1_genomic_summary/GCF_021365505.1_ASM2136550v1_genomic_virus_summary.tsv"
"1028","NZ_CP089942.1|provirus_695349_738440",43092,"Provirus","695349-738440","55",11,0.9997,NA,22,60.605,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_021365535.1_ASM2136553v1_genomic_summary/GCF_021365535.1_ASM2136553v1_genomic_virus_summary.tsv"
"1029","NZ_CP089942.1|provirus_2028263_2083382",55120,"Provirus","2028263-2083382","84",11,0.9996,NA,16,84.1241,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_021365535.1_ASM2136553v1_genomic_summary/GCF_021365535.1_ASM2136553v1_genomic_virus_summary.tsv"
"1030","NZ_CP089942.1|provirus_1084138_1113397",29260,"Provirus","1084138-1113397","42",11,0.9996,NA,19,44.2214,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_021365535.1_ASM2136553v1_genomic_summary/GCF_021365535.1_ASM2136553v1_genomic_virus_summary.tsv"
"1031","NZ_CP089942.1|provirus_2907049_2933035",25987,"Provirus","2907049-2933035","42",11,0.9996,NA,4,38.4553,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_021365535.1_ASM2136553v1_genomic_summary/GCF_021365535.1_ASM2136553v1_genomic_virus_summary.tsv"
"1032","NZ_CP089942.1|provirus_2990092_3021041",30950,"Provirus","2990092-3021041","37",11,0.9995,NA,10,45.3783,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_021365535.1_ASM2136553v1_genomic_summary/GCF_021365535.1_ASM2136553v1_genomic_virus_summary.tsv"
"1033","NZ_CP089942.1|provirus_3572340_3609480",37141,"Provirus","3572340-3609480","53",11,0.9994,NA,19,40.0359,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_021365535.1_ASM2136553v1_genomic_summary/GCF_021365535.1_ASM2136553v1_genomic_virus_summary.tsv"
"1034","NZ_CP089945.1",31842,"No","terminal","repeats",NA,44,11,0.9993,NA,"16","GCF_021365535.1_ASM2136553v1_genomic_summary/GCF_021365535.1_ASM2136553v1_genomic_virus_summary.tsv"
"1035","NZ_CP089942.1|provirus_3262558_3294188",31631,"Provirus","3262558-3294188","43",11,0.9984,NA,17,43.632,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_021365535.1_ASM2136553v1_genomic_summary/GCF_021365535.1_ASM2136553v1_genomic_virus_summary.tsv"
"1036","NZ_CP089942.1|provirus_2749312_2823527",74216,"Provirus","2749312-2823527","106",11,0.9983,NA,8,78.847,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_021365535.1_ASM2136553v1_genomic_summary/GCF_021365535.1_ASM2136553v1_genomic_virus_summary.tsv"
"1037","NZ_CP089942.1|provirus_1325639_1453424",127786,"Provirus","1325639-1453424","175",11,0.9983,NA,33,94.7568,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_021365535.1_ASM2136553v1_genomic_summary/GCF_021365535.1_ASM2136553v1_genomic_virus_summary.tsv"
"1038","NZ_CP089942.1|provirus_301714_343940",42227,"Provirus","301714-343940","58",11,0.9974,NA,16,36.5867,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_021365535.1_ASM2136553v1_genomic_summary/GCF_021365535.1_ASM2136553v1_genomic_virus_summary.tsv"
"1039","NZ_CP089942.1|provirus_3182240_3207426",25187,"Provirus","3182240-3207426","42",11,0.9973,NA,2,14.1061,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_021365535.1_ASM2136553v1_genomic_summary/GCF_021365535.1_ASM2136553v1_genomic_virus_summary.tsv"
"1040","NZ_CP089942.1|provirus_4790005_4854895",64891,"Provirus","4790005-4854895","76",11,0.9969,NA,21,38.547,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_021365535.1_ASM2136553v1_genomic_summary/GCF_021365535.1_ASM2136553v1_genomic_virus_summary.tsv"
"1041","NZ_CP089942.1|provirus_2286386_2306348",19963,"Provirus","2286386-2306348","35",11,0.995,NA,5,25.9252,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_021365535.1_ASM2136553v1_genomic_summary/GCF_021365535.1_ASM2136553v1_genomic_virus_summary.tsv"
"1042","NZ_CP089942.1|provirus_4589606_4604586",14981,"Provirus","4589606-4604586","17",11,0.9917,NA,5,13.9885,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_021365535.1_ASM2136553v1_genomic_summary/GCF_021365535.1_ASM2136553v1_genomic_virus_summary.tsv"
"1043","NZ_CP089942.1|provirus_801744_822414",20671,"Provirus","801744-822414","25",11,0.9128,NA,0,4.7932,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_021365535.1_ASM2136553v1_genomic_summary/GCF_021365535.1_ASM2136553v1_genomic_virus_summary.tsv"
"1044","NZ_CP063805.1|provirus_3239666_3255476",15811,"Provirus","3239666-3255476","18",11,0.9935,NA,4,10.6519,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_022811485.1_ASM2281148v1_genomic_summary/GCF_022811485.1_ASM2281148v1_genomic_virus_summary.tsv"
"1045","NZ_JAJTJX010000004.1|provirus_23708_39518",15811,"Provirus","23708-39518","19",11,0.9934,NA,4,10.6519,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_023182875.1_ASM2318287v1_genomic_summary/GCF_023182875.1_ASM2318287v1_genomic_virus_summary.tsv"
"1046","NZ_JAJTJX010000115.1",250,"No","terminal","repeats",NA,1,11,0.9675,NA,"1","GCF_023182875.1_ASM2318287v1_genomic_summary/GCF_023182875.1_ASM2318287v1_genomic_virus_summary.tsv"
"1047","NZ_JAJTJV010000004.1|provirus_23708_39518",15811,"Provirus","23708-39518","19",11,0.9934,NA,4,10.6519,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_023182895.1_ASM2318289v1_genomic_summary/GCF_023182895.1_ASM2318289v1_genomic_virus_summary.tsv"
"1048","NZ_JAJTJV010000101.1",250,"No","terminal","repeats",NA,1,11,0.9234,NA,"1","GCF_023182895.1_ASM2318289v1_genomic_summary/GCF_023182895.1_ASM2318289v1_genomic_virus_summary.tsv"
"1049","NZ_JAJTJW010000004.1|provirus_23708_39518",15811,"Provirus","23708-39518","19",11,0.9934,NA,4,10.6519,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_023182905.1_ASM2318290v1_genomic_summary/GCF_023182905.1_ASM2318290v1_genomic_virus_summary.tsv"
"1050","NZ_JAJTJW010000120.1",250,"No","terminal","repeats",NA,1,11,0.9675,NA,"1","GCF_023182905.1_ASM2318290v1_genomic_summary/GCF_023182905.1_ASM2318290v1_genomic_virus_summary.tsv"
"1051","NZ_JAJTJU010000004.1|provirus_23708_39518",15811,"Provirus","23708-39518","19",11,0.9934,NA,4,10.6519,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_023182935.1_ASM2318293v1_genomic_summary/GCF_023182935.1_ASM2318293v1_genomic_virus_summary.tsv"
"1052","NZ_JAJTJU010000104.1",250,"No","terminal","repeats",NA,1,11,0.9675,NA,"1","GCF_023182935.1_ASM2318293v1_genomic_summary/GCF_023182935.1_ASM2318293v1_genomic_virus_summary.tsv"
"1053","NZ_JAJTJZ010000004.1|provirus_261264_277074",15811,"Provirus","261264-277074","19",11,0.9914,NA,4,10.6519,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_023182945.1_ASM2318294v1_genomic_summary/GCF_023182945.1_ASM2318294v1_genomic_virus_summary.tsv"
"1054","NZ_JAJTJZ010000019.1",3252,"No","terminal","repeats",NA,2,11,0.9744,NA,"0","GCF_023182945.1_ASM2318294v1_genomic_summary/GCF_023182945.1_ASM2318294v1_genomic_virus_summary.tsv"
"1055","NZ_JAJTJZ010000080.1",250,"No","terminal","repeats",NA,1,11,0.9233,NA,"1","GCF_023182945.1_ASM2318294v1_genomic_summary/GCF_023182945.1_ASM2318294v1_genomic_virus_summary.tsv"
"1056","NZ_JAJTKC010000004.1|provirus_263689_279499",15811,"Provirus","263689-279499","19",11,0.9914,NA,4,10.6519,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_023182975.1_ASM2318297v1_genomic_summary/GCF_023182975.1_ASM2318297v1_genomic_virus_summary.tsv"
"1057","NZ_JAJTKC010000110.1",250,"No","terminal","repeats",NA,1,11,0.9675,NA,"1","GCF_023182975.1_ASM2318297v1_genomic_summary/GCF_023182975.1_ASM2318297v1_genomic_virus_summary.tsv"
"1058","NZ_JAJTKB010000004.1|provirus_23708_39518",15811,"Provirus","23708-39518","19",11,0.9934,NA,4,10.6519,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_023182995.1_ASM2318299v1_genomic_summary/GCF_023182995.1_ASM2318299v1_genomic_virus_summary.tsv"
"1059","NZ_JAJTKB010000098.1",250,"No","terminal","repeats",NA,1,11,0.9675,NA,"1","GCF_023182995.1_ASM2318299v1_genomic_summary/GCF_023182995.1_ASM2318299v1_genomic_virus_summary.tsv"
"1060","NZ_JAJTKD010000004.1|provirus_23708_39518",15811,"Provirus","23708-39518","19",11,0.9934,NA,4,10.6519,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_023183015.1_ASM2318301v1_genomic_summary/GCF_023183015.1_ASM2318301v1_genomic_virus_summary.tsv"
"1061","NZ_JAJTKD010000119.1",250,"No","terminal","repeats",NA,1,11,0.9675,NA,"1","GCF_023183015.1_ASM2318301v1_genomic_summary/GCF_023183015.1_ASM2318301v1_genomic_virus_summary.tsv"
"1062","NZ_JAJTJY010000004.1|provirus_23708_39518",15811,"Provirus","23708-39518","19",11,0.9934,NA,4,10.6519,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_023183025.1_ASM2318302v1_genomic_summary/GCF_023183025.1_ASM2318302v1_genomic_virus_summary.tsv"
"1063","NZ_JAJTJY010000144.1",250,"No","terminal","repeats",NA,1,11,0.9233,NA,"1","GCF_023183025.1_ASM2318302v1_genomic_summary/GCF_023183025.1_ASM2318302v1_genomic_virus_summary.tsv"
"1064","NZ_JAJTKA010000004.1|provirus_23708_39518",15811,"Provirus","23708-39518","19",11,0.9934,NA,4,10.6519,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_023183035.1_ASM2318303v1_genomic_summary/GCF_023183035.1_ASM2318303v1_genomic_virus_summary.tsv"
"1065","NZ_JAJTKA010000103.1",250,"No","terminal","repeats",NA,1,11,0.9233,NA,"1","GCF_023183035.1_ASM2318303v1_genomic_summary/GCF_023183035.1_ASM2318303v1_genomic_virus_summary.tsv"
"1066","NZ_JAJTKF010000004.1|provirus_23708_39518",15811,"Provirus","23708-39518","19",11,0.9934,NA,4,10.6519,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_023183075.1_ASM2318307v1_genomic_summary/GCF_023183075.1_ASM2318307v1_genomic_virus_summary.tsv"
"1067","NZ_JAJTKF010000018.1",3252,"No","terminal","repeats",NA,2,11,0.9744,NA,"0","GCF_023183075.1_ASM2318307v1_genomic_summary/GCF_023183075.1_ASM2318307v1_genomic_virus_summary.tsv"
"1068","NZ_JAJTKF010000100.1",250,"No","terminal","repeats",NA,1,11,0.9234,NA,"1","GCF_023183075.1_ASM2318307v1_genomic_summary/GCF_023183075.1_ASM2318307v1_genomic_virus_summary.tsv"
"1069","NZ_JAJTKE010000004.1|provirus_261502_277312",15811,"Provirus","261502-277312","19",11,0.9914,NA,4,10.6519,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_023183085.1_ASM2318308v1_genomic_summary/GCF_023183085.1_ASM2318308v1_genomic_virus_summary.tsv"
"1070","NZ_JAJTKE010000111.1",250,"No","terminal","repeats",NA,1,11,0.9675,NA,"1","GCF_023183085.1_ASM2318308v1_genomic_summary/GCF_023183085.1_ASM2318308v1_genomic_virus_summary.tsv"
"1071","NZ_JAJTKI010000004.1|provirus_261234_277044",15811,"Provirus","261234-277044","19",11,0.9914,NA,4,10.6519,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_023183115.1_ASM2318311v1_genomic_summary/GCF_023183115.1_ASM2318311v1_genomic_virus_summary.tsv"
"1072","NZ_JAJTKI010000082.1",250,"No","terminal","repeats",NA,1,11,0.9675,NA,"1","GCF_023183115.1_ASM2318311v1_genomic_summary/GCF_023183115.1_ASM2318311v1_genomic_virus_summary.tsv"
"1073","NZ_JAJTKG010000004.1|provirus_23708_39518",15811,"Provirus","23708-39518","19",11,0.9934,NA,4,10.6519,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_023183135.1_ASM2318313v1_genomic_summary/GCF_023183135.1_ASM2318313v1_genomic_virus_summary.tsv"
"1074","NZ_JAJTKG010000099.1",250,"No","terminal","repeats",NA,1,11,0.9234,NA,"1","GCF_023183135.1_ASM2318313v1_genomic_summary/GCF_023183135.1_ASM2318313v1_genomic_virus_summary.tsv"
"1075","NZ_JAJTKH010000004.1|provirus_23750_39560",15811,"Provirus","23750-39560","19",11,0.9934,NA,4,10.6519,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_023183155.1_ASM2318315v1_genomic_summary/GCF_023183155.1_ASM2318315v1_genomic_virus_summary.tsv"
"1076","NZ_JAJTKH010000143.1",250,"No","terminal","repeats",NA,1,11,0.9675,NA,"1","GCF_023183155.1_ASM2318315v1_genomic_summary/GCF_023183155.1_ASM2318315v1_genomic_virus_summary.tsv"
"1077","NZ_JAJTKK010000004.1|provirus_263657_279467",15811,"Provirus","263657-279467","19",11,0.9914,NA,4,10.6519,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_023183175.1_ASM2318317v1_genomic_summary/GCF_023183175.1_ASM2318317v1_genomic_virus_summary.tsv"
"1078","NZ_JAJTKK010000126.1",250,"No","terminal","repeats",NA,1,11,0.9233,NA,"1","GCF_023183175.1_ASM2318317v1_genomic_summary/GCF_023183175.1_ASM2318317v1_genomic_virus_summary.tsv"
"1079","NZ_JAJTKJ010000004.1|provirus_23708_39518",15811,"Provirus","23708-39518","19",11,0.9934,NA,4,10.6519,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_023183195.1_ASM2318319v1_genomic_summary/GCF_023183195.1_ASM2318319v1_genomic_virus_summary.tsv"
"1080","NZ_JAJTKJ010000080.1",250,"No","terminal","repeats",NA,1,11,0.9233,NA,"1","GCF_023183195.1_ASM2318319v1_genomic_summary/GCF_023183195.1_ASM2318319v1_genomic_virus_summary.tsv"
"1081","NZ_JAJTKL010000004.1|provirus_305093_320903",15811,"Provirus","305093-320903","19",11,0.9914,NA,4,10.6519,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_023183215.1_ASM2318321v1_genomic_summary/GCF_023183215.1_ASM2318321v1_genomic_virus_summary.tsv"
"1082","NZ_JAJTKL010000019.1",3252,"No","terminal","repeats",NA,2,11,0.973,NA,"0","GCF_023183215.1_ASM2318321v1_genomic_summary/GCF_023183215.1_ASM2318321v1_genomic_virus_summary.tsv"
"1083","NZ_JAJTKL010000101.1",250,"No","terminal","repeats",NA,1,11,0.9233,NA,"1","GCF_023183215.1_ASM2318321v1_genomic_summary/GCF_023183215.1_ASM2318321v1_genomic_virus_summary.tsv"
"1084","NZ_JAJTKM010000004.1|provirus_261261_277071",15811,"Provirus","261261-277071","19",11,0.9914,NA,4,10.6519,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_023183225.1_ASM2318322v1_genomic_summary/GCF_023183225.1_ASM2318322v1_genomic_virus_summary.tsv"
"1085","NZ_JAJTKM010000106.1",250,"No","terminal","repeats",NA,1,11,0.9675,NA,"1","GCF_023183225.1_ASM2318322v1_genomic_summary/GCF_023183225.1_ASM2318322v1_genomic_virus_summary.tsv"
"1086","NZ_JAJTKO010000004.1|provirus_261528_272990",11463,"Provirus","261528-272990","14",11,0.9938,NA,4,7.2154,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_023183245.1_ASM2318324v1_genomic_summary/GCF_023183245.1_ASM2318324v1_genomic_virus_summary.tsv"
"1087","NZ_JAJTKO010000105.1",250,"No","terminal","repeats",NA,1,11,0.9675,NA,"1","GCF_023183245.1_ASM2318324v1_genomic_summary/GCF_023183245.1_ASM2318324v1_genomic_virus_summary.tsv"
"1088","NZ_JAJTKQ010000082.1",272,"No","terminal","repeats",NA,1,11,0.9986,NA,"1","GCF_023183275.1_ASM2318327v1_genomic_summary/GCF_023183275.1_ASM2318327v1_genomic_virus_summary.tsv"
"1089","NZ_JAJTKQ010000004.1|provirus_23708_39518",15811,"Provirus","23708-39518","19",11,0.9934,NA,4,10.6519,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_023183275.1_ASM2318327v1_genomic_summary/GCF_023183275.1_ASM2318327v1_genomic_virus_summary.tsv"
"1090","NZ_JAJTKQ010000020.1",3252,"No","terminal","repeats",NA,2,11,0.9744,NA,"0","GCF_023183275.1_ASM2318327v1_genomic_summary/GCF_023183275.1_ASM2318327v1_genomic_virus_summary.tsv"
"1091","NZ_JAJTKQ010000120.1",250,"No","terminal","repeats",NA,1,11,0.9233,NA,"1","GCF_023183275.1_ASM2318327v1_genomic_summary/GCF_023183275.1_ASM2318327v1_genomic_virus_summary.tsv"
"1092","NZ_JAJTKP010000100.1",255,"No","terminal","repeats",NA,1,11,0.9993,NA,"1","GCF_023183285.1_ASM2318328v1_genomic_summary/GCF_023183285.1_ASM2318328v1_genomic_virus_summary.tsv"
"1093","NZ_JAJTKP010000004.1|provirus_261234_277044",15811,"Provirus","261234-277044","19",11,0.9914,NA,4,10.6519,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_023183285.1_ASM2318328v1_genomic_summary/GCF_023183285.1_ASM2318328v1_genomic_virus_summary.tsv"
"1094","NZ_JAJTKP010000111.1",250,"No","terminal","repeats",NA,1,11,0.9233,NA,"1","GCF_023183285.1_ASM2318328v1_genomic_summary/GCF_023183285.1_ASM2318328v1_genomic_virus_summary.tsv"
"1095","NZ_JAJTKN010000082.1",269,"No","terminal","repeats",NA,1,11,0.9996,NA,"1","GCF_023183295.1_ASM2318329v1_genomic_summary/GCF_023183295.1_ASM2318329v1_genomic_virus_summary.tsv"
"1096","NZ_JAJTKN010000004.1|provirus_261957_277767",15811,"Provirus","261957-277767","19",11,0.9914,NA,4,10.6519,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_023183295.1_ASM2318329v1_genomic_summary/GCF_023183295.1_ASM2318329v1_genomic_virus_summary.tsv"
"1097","NZ_JAJTKN010000126.1",250,"No","terminal","repeats",NA,1,11,0.9675,NA,"1","GCF_023183295.1_ASM2318329v1_genomic_summary/GCF_023183295.1_ASM2318329v1_genomic_virus_summary.tsv"
"1098","NZ_JAJTKR010000004.1|provirus_23708_39518",15811,"Provirus","23708-39518","19",11,0.9934,NA,4,10.6519,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_023183315.1_ASM2318331v1_genomic_summary/GCF_023183315.1_ASM2318331v1_genomic_virus_summary.tsv"
"1099","NZ_JAJTKR010000020.1",3252,"No","terminal","repeats",NA,2,11,0.973,NA,"0","GCF_023183315.1_ASM2318331v1_genomic_summary/GCF_023183315.1_ASM2318331v1_genomic_virus_summary.tsv"
"1100","NZ_JAJTKR010000116.1",250,"No","terminal","repeats",NA,1,11,0.9675,NA,"1","GCF_023183315.1_ASM2318331v1_genomic_summary/GCF_023183315.1_ASM2318331v1_genomic_virus_summary.tsv"
"1101","NZ_JAJTKS010000004.1|provirus_23708_39518",15811,"Provirus","23708-39518","19",11,0.9934,NA,4,10.6519,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_023183355.1_ASM2318335v1_genomic_summary/GCF_023183355.1_ASM2318335v1_genomic_virus_summary.tsv"
"1102","NZ_JAJTKS010000162.1",250,"No","terminal","repeats",NA,1,11,0.9675,NA,"1","GCF_023183355.1_ASM2318335v1_genomic_summary/GCF_023183355.1_ASM2318335v1_genomic_virus_summary.tsv"
"1103","NZ_JAJTKT010000004.1|provirus_261957_277767",15811,"Provirus","261957-277767","19",11,0.9914,NA,4,10.6519,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_023183375.1_ASM2318337v1_genomic_summary/GCF_023183375.1_ASM2318337v1_genomic_virus_summary.tsv"
"1104","NZ_JAJTKT010000126.1",250,"No","terminal","repeats",NA,1,11,0.9675,NA,"1","GCF_023183375.1_ASM2318337v1_genomic_summary/GCF_023183375.1_ASM2318337v1_genomic_virus_summary.tsv"
"1105","NZ_JAJTKW010000052.1",286,"No","terminal","repeats",NA,1,11,0.9991,NA,"1","GCF_023183385.1_ASM2318338v1_genomic_summary/GCF_023183385.1_ASM2318338v1_genomic_virus_summary.tsv"
"1106","NZ_JAJTKW010000004.1|provirus_23708_39518",15811,"Provirus","23708-39518","19",11,0.9934,NA,4,10.6519,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_023183385.1_ASM2318338v1_genomic_summary/GCF_023183385.1_ASM2318338v1_genomic_virus_summary.tsv"
"1107","NZ_JAJTKW010000107.1",250,"No","terminal","repeats",NA,1,11,0.9234,NA,"1","GCF_023183385.1_ASM2318338v1_genomic_summary/GCF_023183385.1_ASM2318338v1_genomic_virus_summary.tsv"
"1108","NZ_JAJTKU010000004.1|provirus_261237_277047",15811,"Provirus","261237-277047","19",11,0.9914,NA,4,10.6519,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;","GCF_023183415.1_ASM2318341v1_genomic_summary/GCF_023183415.1_ASM2318341v1_genomic_virus_summary.tsv"
"1109","NZ_JAJTKU010000108.1",250,"No","terminal","repeats",NA,1,11,0.9234,NA,"1","GCF_023183415.1_ASM2318341v1_genomic_summary/GCF_023183415.1_ASM2318341v1_genomic_virus_summary.tsv"
